k_apt_id,apt_id
A13991016,2411
A13984411,2260
A13984814,2262
A13985103,2403
A10024812,2467
A13905003,2406
A10027912,8159
A13376906,578
A13385301,636
A13385301,720
A13385303,579
A13308004,576
A13385202,577
A13308005,652
A13308005,719
A12293002,2744
A12201301,2748
A12201101,2651
A12201103,2784
A12201005,2921
A12201003,2884
A12290901,2910
A10026834,3012
A12201002,2882
A12201001,2746
A10025683,3165
A10024947,3181
A10025310,3168
A12201102,2654
A13008001,1129
A13082502,1093
A13083102,1054
A13076801,1119
A13076801,1319
A13082501,1092
A13082703,1055
A13079402,1339
A13082702,1120
A13082704,1091
A13082805,1053
A14003006,328
A14003004,325
A14003105,310
A14003105,327
A14003001,382
A14072701,316
A14003008,318
A14003003,487
A14090902,312
A14072901,324
A14003103,326
A14003103,380
A14003101,317
A14085501,350
A14003007,309
A14003106,308
A14072702,323
A14003002,320
A14003104,311
A14086101,407
A14086101,444
A14086001,330
A11034001,12
A11041001,14
A10028201,155
A13594403,7797
A10027571,7808
A13594402,7806
A10025823,8172
A13594702,7801
A13594701,7799
A13523005,7798
A13593801,7804
A13523004,7800
A13523003,7802
A13520001,8105
A13520003,8123
A10028172,8350
A13520002,8106
A13520004,8351
A14387605,908
A14319306,848
A14319005,799
A14319010,802
A14319002,849
A14377402,875
A14388204,839
A14319302,835
A14319008,819
A14319307,790
A14319303,832
A14319305,909
A14319006,793
A14386110,803
A14319007,787
A14386802,800
A14319009,840
A14319203,788
A14319011,792
A14319011,935
A14376501,798
A14319003,841
A14386109,791
A14319204,796
A14319012,837
A10026720,937
A14319311,801
A14319201,785
A14319001,786
A14388208,821
A14319301,795
A13822902,8374
A13886701,8378
A13886701,8674
A13879102,8373
A13822003,8548
A13822301,8379
A13822701,8376
A13822702,8375
A13822004,8547
A13822002,8518
A13790730,6848
A13790929,6839
A13703027,6840
A13790706,7056
A13790713,6855
A13790701,6863
A13790604,7017
A10026227,7489
A10026227,7594
A13790707,6854
A13703019,6858
A13703011,6874
A10025418,7611
A10025418,7633
A13790703,6871
A13790722,6867
A13790717,6847
A13790714,6844
A13790714,6877
A13790726,6883
A13790612,6853
A13790620,6850
A13790828,6869
A13790902,6870
A13790902,7600
A13790910,6881
A13790708,6878
A10026004,7495
A13779431,6875
A13790721,6859
A13790709,6865
A13790716,6864
A13010006,1041
A13010005,1104
A13010004,1096
A13010002,1032
A13084101,1040
A13010001,1033
A13010003,1039
A13078701,1152
A10026571,1813
A13614001,1776
A10025461,1861
A13614302,1750
A10025245,1824
A10024702,1798
A10025259,1825
A10025259,1862
A13821001,8631
A13876112,8632
A13821007,8535
A13821005,8534
A13821002,8560
A13876114,8667
A10027744,8659
A13876113,8668
A10027461,8717
A10028086,8691
A13876109,8562
A13876110,8561
A13876111,8606
A13821004,8566
A13821003,8564
A13821006,8563
A13876108,8565
A10026180,1241
A13084804,1023
A13071302,1199
A13085901,1022
A13085902,1025
A13002002,1166
A13085301,1021
A13610005,1760
A13610004,1716
A13610202,1678
A13676702,1673
A13684701,1709
A13677807,1761
A13610001,1676
A13677206,1675
A13676504,1672
A13610003,1740
A13676501,1714
A13677101,1770
A13676605,1708
A13684605,1679
A13676703,1703
A13610007,1677
A10028000,1812
A13685104,1707
A13610201,1767
A13610301,1702
A13684306,1710
A13610103,1704
A13610107,1671
A13610102,1762
A13006101,1018
A13086101,1059
A13006003,1058
A13006001,1020
A13006002,1019
A13671207,1685
A13609001,1790
A13671206,1687
A13671208,1773
A13671205,1686
A13671209,1782
A13671213,1789
A13686302,1684
A13671203,1763
A13671204,1688
A13986009,2391
A13986004,2394
A13986013,2393
A13972601,2399
A13972601,2581
A13922102,2375
A13986201,2457
A13922108,2385
A13986606,2390
A13922110,2381
A13922406,2380
A13922103,2402
A13985907,2386
A13922003,2549
A13985605,2401
A13985605,2525
A13985605,2591
A13922001,2459
A13986701,2464
A13986703,2453
A13986306,2392
A13986504,2553
A13986302,2372
A13986302,2383
A13986302,2398
A13922904,2395
A13922908,2396
A13993001,2373
A13986111,2384
A13986111,2509
A13986111,2524
A13922907,2452
A13922114,2377
A13986012,2379
A13993002,2513
A13922901,2387
A13985406,2378
A13922905,2510
A13985402,2397
A13985909,2389
A13985904,2388
A13986702,2461
A13922111,2454
A13922903,2466
A13922909,2456
A13922910,2455
A14322001,806
A12187904,3676
A12187902,3625
A12187703,3571
A12187905,3623
A12187901,3801
A12187901,3880
A12187906,3698
A10085903,165
A10026046,1473
A13187702,1365
A13187702,1472
A13187501,1367
A10024581,2770
A12294102,2718
A41279926,2867
A41279924,2866
A41279929,2861
A41279932,2941
A41279925,2869
A41279922,2865
A41279923,2863
A41279910,2806
A41279911,2807
A41279911,3170
A41279910,3177
A41279909,2795
A41279913,2834
A41279915,2833
A41279917,2832
A41279918,2868
A41279914,2831
A41279916,2829
A41279912,2830
A41279927,2862
A12220004,2800
A41279920,2870
A41279903,2802
A41279904,2798
A12220005,2804
A12220003,2796
A41279908,2805
A41279906,2797
A12220002,2799
A41279901,2803
A41279907,3001
A41279905,2801
A12220001,2808
A41279902,2794
A10025765,3167
A10025765,3186
A10026414,3023
A10026414,3163
A13204505,2110
A13204001,2054
A13204506,2059
A13204103,2040
A13204402,2052
A13204409,2053
A13290003,2111
A13290105,2148
A13290105,2212
A13290107,2107
A13204104,2041
A13272201,2046
A13204003,2056
A13204302,2055
A13204204,2042
A13204408,2050
A13292002,2104
A13204205,2043
A13292501,2141
A13290404,2136
A13204502,2146
A13204404,2035
A13204404,2143
A13204510,2109
A13204002,2058
A13204501,2048
A13292701,2137
A13204406,2037
A13204201,2049
A13275001,2057
A13204203,2101
A13204301,2045
A13290809,2036
A13204507,2044
A13204508,2038
A13204503,2105
A10026109,2108
A13204105,2039
A11077101,5
A11054301,4
A11054101,19
A12119006,3644
A12188202,3587
A12119007,3552
A12188201,3554
A12188205,3553
A12177801,3646
A12119004,3645
A12004001,3264
A15210001,5351
A15213007,5377
A15213002,5322
A13475001,8951
A13486504,8944
A13402103,8933
A13486705,8934
A13486601,8949
A13486701,9036
A13486703,9033
A13472201,9090
A13402305,8938
A13402004,9169
A13486102,8940
A13402003,9164
A13402001,9031
A13402202,8942
A13402204,9084
A13487103,9165
A13486401,8950
A13402002,8935
A10026852,9264
A10026852,9395
A10027948,9254
A13487102,9083
A13510102,7705
A13510002,7861
A13576201,7945
A13510003,7704
A13510103,7694
A13510001,7703
A13510202,7691
A13510007,8050
A13510009,7702
A13510009,8071
A10025280,7699
A10025280,8070
A13510203,7701
A13510005,7906
A13510104,7707
A13510006,7693
A13510201,7700
A13086705,1083
A13086701,1137
A13086704,1043
A13086802,1042
A14005001,400
A10086301,209
A10071301,218
A12070201,3232
A12106001,3780
A10027105,89
A11084601,24
A11001203,26
A11001203,91
A13804001,8551
A13804002,8389
A13804004,8388
A13887405,8397
A13804206,8390
A13887702,8398
A13887403,8394
A13887901,8485
A10025632,8575
A13887302,8391
A13887301,8400
A13804003,8395
A13993503,2559
A13923103,2560
A13923103,2576
A13923102,2434
A13923108,2309
A13923104,2314
A13923106,2315
A13993501,2535
A13987305,2304
A13987304,2305
A13987306,2306
A13987306,2307
A13987306,2310
A13987303,2313
A13987303,2433
A13993502,2486
A13993502,2575
A13987205,2432
A10026900,728
A13302204,561
A13302203,565
A13302206,566
A10027920,700
A13302001,563
A13302001,714
A13385802,562
A13385802,747
A13385705,607
A13385705,715
A13613012,1794
A13613004,1775
A13613009,1774
A13613005,1727
A13613008,1689
A13613007,1724
A13613006,1746
A13613011,1784
A13613001,1726
A13613201,1725
A12115001,3741
A14075201,422
A14001101,430
A14001201,392
A10026759,469
A10026922,468
A14088201,366
A14001303,377
A14074501,423
A14077902,431
A14077901,354
A14021001,332
A12003001,3297
A12003001,3371
A10027902,3853
A10027301,3798
A10024927,5695
A15271601,5221
A10025115,5553
A10025387,5709
A10025387,5732
A10025193,5554
A10025614,5717
A10025302,5552
A10024849,5719
A13307001,687
A13307001,718
A13386702,574
A13307002,693
A10026207,734
A13307202,575
A13307003,697
A13307101,614
A13307204,572
A13377703,573
A13377901,680
A13377901,764
A13307201,615
A12112002,3551
A12008003,3198
A12008001,3237
A12071001,3223
A12010103,3256
A12010104,3221
A12084504,3385
A12071003,3220
A12010101,3224
A10026604,3413
A12071002,3319
A12010203,3219
A12010202,3285
A12084302,3225
A12010001,3376
A10027681,3396
A12009201,3202
A12009305,3207
A12009304,3206
A12086001,3243
A12009303,3239
A12009302,3213
A12085303,3203
A10024620,3270
A12009202,3211
A12078706,3205
A12009203,3209
A12078704,3204
A12078705,3208
A10025767,3459
A12009102,3210
A12009101,3240
A10027118,99
A15788203,4474
A15701003,4611
A15770801,4471
A15770801,4617
A15791001,4475
A15701602,4477
A15770101,4553
A15701004,4478
A15701601,4786
A15701002,4543
A15701007,4808
A15788302,4547
A15788901,4473
A15792602,4467
A15770102,4848
A10025404,950
A14313001,804
A10024801,206
A10044002,194
A10086801,231
A13087201,1045
A13070101,1207
A10088102,207
A10088101,214
A10072501,208
A10027162,84
A10027162,151
A14074101,436
A10025898,547
A10025533,548
A14019001,294
A14019001,539
A13087401,1051
A13077702,1052
A13009001,1047
A13009003,1195
A13077703,1090
A13078301,1194
A13009101,1049
A13009202,1050
A13087405,1087
A13009002,1046
A13087407,1086
A13009206,1117
A10025410,1254
A10025867,6455
A15679106,6362
A15607001,6236
A15679103,6238
A15679109,6371
A15679105,6235
A15685702,6237
A10025770,6454
A15679107,6361
A15679108,6370
A10095502,230
A10095501,222
