k-아파트코드,k-아파트명,"k-단지분류(아파트,주상복합등등)",주소(시군구),주소(읍면동),나머지주소,주소(도로명),주소(도로상세주소),k-세대타입(분양형태),k-복도유형,k-난방방식,k-전체동수,k-전체세대수,k-건설사(시공사),k-시행사,k-사용검사일-사용승인일,k-전용면적별세대현황(60㎡이하),k-전용면적별세대현황(60㎡~85㎡이하),k-85㎡~135㎡이하,k-135㎡초과
A15728005,마곡수명산파크7단지,아파트,강서구,내발산동,마곡수명산파크7단지아파트,수명로2가길,22,임대+분양,혼합식,지역난방,10,643,SH공사,TEC건설,2008-10-01 00:00:00.0,395,248,0,0
A15728006,마곡수명산파크4단지,아파트,강서구,내발산동,마곡 수명산파크 4단지,수명로1길,16,임대+분양,혼합식,지역난방,14,919,TEC건설,SH 공사,2008-02-20 00:00:00.0,672,247,0,0
A15728007,마곡수명산파크5단지,아파트,강서구,내발산동,749,수명로2길,105,임대+분양,혼합식,지역난방,19,948,성원건설(주),SH공사,2008-06-10 00:00:00.0,948,0,0,0
A15728008,마곡수명산파크1단지,아파트,강서구,내발산동,,강서로47길,108,임대+분양,혼합식,지역난방,16,1421,KCC,SH공사,2007-11-01 00:00:00.0,841,580,0,0
A15728009,우장산힐스테이트,아파트,강서구,내발산동,,강서로,348,분양,계단식,개별난방,40,2198,현대건설현대산업개발한진중공업,화곡1주구재건축조합,2005-05-04 00:00:00.0,515,1077,606,0
A15728010,우장산롯데2차,아파트,강서구,내발산동,우장산롯데2차아파트,우장산로,47,분양,계단식,개별난방,3,157,롯데기공(주),경서연립재건축조합,2003-09-25 00:00:00.0,27,115,15,0
A15728011,마곡엠밸리15단지,아파트,강서구,마곡동,(마곡동 마곡엠밸ㄹ15단지),마곡중앙로,36,임대+분양,혼합식,지역난방,13,1171,대우조선해양건설,에스에이치공사,2014-05-29 00:00:00.0,729,378,64,0
A15770101,화곡2차보람,아파트,강서구,화곡동,,공항대로48길,12,분양,계단식,개별난방,3,187,보람건설,현대인산,2004-11-01 00:00:00.0,55,104,28,0
A15770102,그랜드아이파크,주상복합,강서구,화곡동,1095,화곡로,347,분양,계단식,개별난방,3,159,현대산업개발,정도건설,2010-06-30 00:00:00.0,0,0,99,0
A15770801,화곡초록,아파트,강서구,화곡동,관리사무소,강서로45다길,30-27,분양,혼합식,지역난방,9,626,동원건설,도시개발공사,1998-11-16 00:00:00.0,506,120,0,0
A15772901,등촌우성101동,아파트,강서구,등촌동,630-11,화곡로68길,115,분양,계단식,개별난방,1,134,우성건설,,1992-05-27 00:00:00.0,8,126,0,0
A15772902,등촌우성102동,아파트,강서구,등촌동,630-11,화곡로68길,103,분양,복도식,개별난방,1,110,,,1992-05-27 00:00:00.0,0,110,0,0
A15773501,방화월드메르디앙,아파트,강서구,방화동,,양천로1길,117,분양,계단식,개별난방,3,258,(주)월드건설,(주)월드건설,2004-06-07 00:00:00.0,0,258,0,0
A15776001,염창강변월드메르디앙,아파트,강서구,염창동,,양천로63길,51,분양,계단식,개별난방,3,164,월드건설산업(주),월드건설산업(주),2010-03-30 00:00:00.0,0,126,38,0
A15776004,현대3,아파트,강서구,염창동,,양천로75길,60,분양,혼합식,개별난방,1,127,현대산업개발,현대산업개발,1996-10-05 00:00:00.0,71,56,0,0
A15777501,방화12단지(중앙),아파트,강서구,방화동,852번지,양천로6길,28,분양,복도식,지역난방,8,930,중앙하이츠,중앙하이츠,1994-05-14 00:00:00.0,930,0,0,0
A15778101,방화동성아파트,아파트,강서구,방화동,817,금낭화로23길,8,분양,계단식,지역난방,9,686,(주)동성종합건설,(주)동성종합건설,1993-12-16 00:00:00.0,0,686,0,0
A15779704,길성그랑프리텔1차,아파트,강서구,내발산동,730번지,강서로46길,79,분양,계단식,개별난방,2,194,길성건설(주),길성건설(주),2003-12-31 00:00:00.0,0,194,0,0
A15780002,가양우성,아파트,강서구,가양동,02-3662-4142,양천로,489,분양,계단식,지역난방,4,414,우성건설,우성건설,1990-10-30 00:00:00.0,0,414,0,0
A15780401,가양강나루현대,아파트,강서구,가양동,강나루현대아파트,양천로,507,분양,계단식,지역난방,9,642,고려산업개발(주),가양동 현대연합주택조합,1999-03-26 00:00:00.0,342,300,0,0
A15780602,가양한보구암,아파트,강서구,가양동,,허준로,76,분양,계단식,개별난방,4,359,(주)한보,가양동주택조합,1999-02-10 00:00:00.0,181,178,0,0
A15780603,가양동신대아,아파트,강서구,가양동,1459번지,강서로,532,분양,계단식,지역난방,10,660,동신주택,대아건설,1993-06-17 00:00:00.0,0,0,540,0
A15780604,한강타운아파트,아파트,강서구,가양동,,허준로,23,분양,계단식,지역난방,11,990,신명건설신원건설미주건설,신명건설신원건설미주건설,1993-06-15 00:00:00.0,0,990,0,0
A15780605,가양2단지,아파트,강서구,가양동,1461,허준로,47,분양,복도식,지역난방,10,1624,성지건설,SH도시개발공사,1992-11-18 00:00:00.0,1624,0,0,0
A15780701,가양중앙하이츠,아파트,강서구,가양동,1467,허준로,55-20,분양,계단식,지역난방,3,164,중앙건설(주),중앙산업(주),1999-04-29 00:00:00.0,0,0,164,0
A15780703,가양대림경동,아파트,강서구,가양동,대림경동아파트관리사무소,허준로,121,분양,계단식,지역난방,6,540,대림건설 경동건설,대림건설 경동건설,1993-09-17 00:00:00.0,0,0,540,0
A15780704,가양3단지(강변),아파트,강서구,가양동,1475,허준로,139,분양,복도식,지역난방,12,1556,신일건업(주),도시개발공사,1992-12-02 00:00:00.0,1556,0,0,0
A15780705,가양4단지,아파트,강서구,가양동,1478,양천로57길,37,임대,복도식,지역난방,12,1998,SH공사,SH,1992-11-30 00:00:00.0,1998,0,0,0
A15780806,가양5단지,아파트,강서구,가양동,1481,양천로57길,36,영구임대,복도식,지역난방,16,2411,대주건설 건영,SH공사,1992-11-30 00:00:00.0,2411,0,0,0
A15780904,가양도시개발공사8단지(임대),아파트,강서구,가양동,1482번지,허준로,176,임대,복도식,지역난방,9,1110,삼성중공업,sh공사,1992-11-18 00:00:00.0,1110,0,0,0
A15780905,가양6단지,아파트,강서구,가양동,1485,허준로,175,분양,복도식,지역난방,15,1476,남광토건(주),SH 공사,1992-11-18 00:00:00.0,1476,0,0,0
A15781002,가양9-1,아파트,강서구,가양동,1489,허준로,224,임대,복도식,지역난방,6,914,SH공사,일성건설,1992-11-18 00:00:00.0,914,0,0,0
A15781003,가양9-2,아파트,강서구,가양동,1490 가양9-2단지,허준로,234,분양,복도식,지역난방,6,1005,도시개발공사,도시개발공사,1993-02-27 00:00:00.0,1005,0,0,0
A15781201,강서센트레빌4차,아파트,강서구,공항동,,남부순환로,11,임대+분양,계단식,개별난방,3,215,동부건설,공항연립재건축조합,2009-11-04 00:00:00.0,60,125,30,0
A15782501,강서월드메르디앙,아파트,강서구,내발산동,,공항대로42길,54-26,분양,계단식,개별난방,3,160,월드건설,중앙대덕용광고려연립재건축주택조합,2006-03-30 00:00:00.0,20,111,29,0
A15783701,등촌임광,아파트,강서구,등촌동,562-5,등촌로,113,분양,혼합식,개별난방,3,168,임광토건,임광토건,2000-05-12 00:00:00.0,51,83,34,0
A15783703,등촌대림e편한세상,아파트,강서구,등촌동,561-1,등촌로,137,분양,계단식,개별난방,4,222,(주)삼호,무궁화동아등촌연합단지 재건축 조합,2002-05-18 00:00:00.0,0,126,96,0
A15783806,등촌라인,아파트,강서구,등촌동,628-15,화곡로68길,33,분양,혼합식,지역난방,3,317,라인건설,공군유진 재건축주택조합,1997-10-29 00:00:00.0,169,108,40,0
A15783902,등촌태영,아파트,강서구,등촌동,,양천로,590,분양,혼합식,개별난방,3,186,태영건설(주),등촌동 해바라기 재건축 주택조합,1998-06-25 00:00:00.0,84,62,40,0
A15783905,등촌삼성한사랑,아파트,강서구,등촌동,삼성한사랑1차아파트,양천로66길,6,분양,혼합식,개별난방,3,244,삼성중공업,삼성중공업,1997-12-17 00:00:00.0,98,146,0,0
A15783907,한사랑2차삼성아파트(등촌동),아파트,강서구,등촌동,634-3,공항대로59길,64,분양,계단식,개별난방,5,339,삼성중공업(주),등촌동 연합주택조합,1999-06-29 00:00:00.0,124,215,0,0
A15784003,등촌코오롱오투빌1차,아파트,강서구,등촌동,642,화곡로66길,90,분양,혼합식,개별난방,1,191,코오롱건설,제일아파트 재건축조합,1999-06-14 00:00:00.0,79,112,0,0
A15784008,등촌서광,아파트,강서구,등촌동,638,공항대로45길,68-6,분양,계단식,지역난방,6,430,서광건설,서광건설,1999-04-01 00:00:00.0,227,203,0,0
A15784201,등촌현대1차(한마음),아파트,강서구,등촌동,655-27,공항대로45길,24,분양,계단식,개별난방,1,170,현대건설,한마음주택조합,1995-07-13 00:00:00.0,0,170,0,0
A15784402,등촌태진아름,아파트,강서구,등촌동,676,등촌로53길,39,분양,혼합식,개별난방,3,221,태진건설,신성주택성우주택,1995-09-15 00:00:00.0,96,95,30,0
A15784601,마곡현대아파트,아파트,강서구,방화동,863,양천로,140,분양,혼합식,개별난방,4,202,현대산업개발,강서재건축조합,1999-12-23 00:00:00.0,67,120,15,0
A15785002,방화3차우림필유,아파트,강서구,방화동,02)2665-0337,양천로14길,118,분양,계단식,개별난방,3,187,우림건설,건우예원연립재건축주택조합,2005-06-02 00:00:00.0,49,115,23,0
A15785005,방화11단지,아파트,강서구,방화동,851,개화동로21길,4,영구임대,복도식,지역난방,5,1065,동성,SH공사,1994-05-21 00:00:00.0,1065,0,0,0
A15785507,방화현대1차,아파트,강서구,방화동,,방화대로37길,26,분양,계단식,지역난방,3,337,현대,현대,1993-11-26 00:00:00.0,39,298,0,0
A15785601,방화진로,아파트,강서구,방화동,804번지,금낭화로,258,분양,계단식,지역난방,2,160,주)진로건설,주)진로건설,1994-09-09 00:00:00.0,0,160,0,0
A15785605,방화9단지,아파트,강서구,방화동,807,양천로11길,57,임대,복도식,지역난방,2,250,SH공사,SH공사,1996-09-20 00:00:00.0,250,0,0,0
A15785608,방화동 개화아파트,아파트,강서구,방화동,819번지,금낭화로,167,분양,계단식,지역난방,7,462,신일건업(주)공영토건(주),신일건업(주)공영토건(주),1994-03-31 00:00:00.0,0,0,462,0
A15785612,방화6단지,아파트,강서구,방화동,816,금낭화로23길,25,임대,복도식,지역난방,4,1000,웅산건업외,서울시 SH공사,1994-08-17 00:00:00.0,1000,0,0,0
A15785613,방화5단지,아파트,강서구,방화동,,금낭화로,287-19,분양,복도식,지역난방,6,1372,도시개발공사,도시개발공사,1994-08-17 00:00:00.0,1372,0,0,0
A15785703,한숲대림아파트,아파트,강서구,방화동,862,방화대로50길,7,분양,계단식,개별난방,3,206,대림산업(주),대림산업(주),1999-08-16 00:00:00.0,86,120,0,0
A15785709,방화청솔3단지,아파트,강서구,방화동,방화3단지아파트,방화대로47길,55,분양,복도식,지역난방,3,488,서울시도시개발공사,서울시도시개발공사,1994-07-28 00:00:00.0,488,0,0,0
A15785710,방화4단지(삼익삼환),아파트,강서구,방화동,서울특별시 강서구 방화3동 831번지,방화대로47가길,22,분양,계단식,지역난방,13,680,삼환 삼익건설,삼환 삼익건설,1994-08-24 00:00:00.0,0,0,680,0
A15785711,방화2-2 그린,아파트,강서구,방화동,방화2-2단지 그린아파트,방화대로48길,40,분양,복도식,지역난방,6,984,도시개발공사,SH공사,1993-10-25 00:00:00.0,984,0,0,0
A15785919,염창우성1차,아파트,강서구,염창동,66-9,양천로67길,77,분양,혼합식,개별난방,4,339,우성건설,우성건설,1990-11-09 00:00:00.0,0,339,0,0
A15786104,삼성하나로,아파트,강서구,염창동,248-3,양천로73길,5,분양,혼합식,개별난방,1,178,삼성건설(주),국회 조합,1994-02-22 00:00:00.0,96,82,0,0
A15786111,염창극동,아파트,강서구,염창동,246-23,양천로69길,18,분양,혼합식,개별난방,2,249,극동건설,염창동 연합연립 재전축조합,2000-05-27 00:00:00.0,100,93,56,0
A15786116,염창금호,아파트,강서구,염창동,,양천로,595,분양,계단식,개별난방,4,290,금호건설,금호건설,1999-04-02 00:00:00.0,161,129,0,0
A15786118,염창한마음삼성,아파트,강서구,염창동,,양천로,637,분양,혼합식,개별난방,5,330,삼성물산건설부문,삼성물산건설부문,1995-07-08 00:00:00.0,150,180,0,0
A15786213,염창무학,아파트,강서구,염창동,255,양천로77길,45,분양,혼합식,개별난방,5,273,무학건설,해촌연립재건축,1999-03-31 00:00:00.0,135,102,36,0
A15786222,염창태진한솔,아파트,강서구,염창동,263,공항대로71길,54,분양,혼합식,개별난방,5,356,태진건설,태진건설,1994-10-05 00:00:00.0,178,120,58,0
A15786227,염창동아3차,아파트,강서구,염창동,,양천로,731,분양,혼합식,개별난방,8,570,동아건설,동아건설,1999-01-18 00:00:00.0,285,285,0,0
A15786312,염창극동상록수,아파트,강서구,염창동,280번지,공항대로71길,31,분양,혼합식,개별난방,2,256,극동건설,극동건설,1999-10-27 00:00:00.0,115,141,0,0
A15786314,염창태영송화,아파트,강서구,염창동,270-1,공항대로61길,60,분양,혼합식,개별난방,4,277,태영건설(주),성원재건축조합,1999-11-11 00:00:00.0,142,81,54,0
A15786321,염창관음삼성,아파트,강서구,염창동,268,양천로,656,분양,계단식,개별난방,3,350,(주)삼성건설,(주)삼성건설,1997-08-01 00:00:00.0,156,154,40,0
A15786405,염창우성2차,아파트,강서구,염창동,서울특별시 강서구 염창동 287-1번지,양천로67길,54,분양,혼합식,개별난방,1,186,우성건설(주),우성건설(주),1992-05-20 00:00:00.0,0,186,0,0
A15786408,삼정그린코아,아파트,강서구,염창동,282-1번지,공항대로75길,30,분양,계단식,개별난방,3,206,삼정건설,대동환경연립연립기산연립주택조합,2001-05-31 00:00:00.0,12,105,89,0
A15786420,염창신동아,아파트,강서구,염창동,,양천로67길,32,분양,혼합식,개별난방,3,348,신동아건설,조흥은행 주택조합,1995-12-13 00:00:00.0,176,172,0,0
A15786424,염창한화꿈에그린,아파트,강서구,염창동,281-22번지,공항대로75길,17,분양,계단식,개별난방,7,422,한화건설,서울도시가스(주),2005-04-01 00:00:00.0,116,228,78,0
A15786426,염창현대1차,아파트,강서구,염창동,288,양천로75길,57,분양,계단식,개별난방,5,498,현대산업개발,KBS주택조합,1994-04-21 00:00:00.0,0,498,0,0
A15786510,염창한강동아(2차),아파트,강서구,염창동,293,양천로73길,80,분양,혼합식,개별난방,3,212,동아건설산업(주),염창동한강연립재건축주택조합,1998-07-21 00:00:00.0,85,77,50,0
A15788203,화곡중앙하이츠,아파트,강서구,화곡동,351-89번지,강서로17가길,46,분양,복도식,개별난방,4,473,중앙건설,중앙건설,1988-12-12 00:00:00.0,281,192,0,0
A15788302,화곡대림아파트,아파트,강서구,화곡동,361-1,월정로,160,분양,계단식,개별난방,5,416,대림산업(주),화곡동 재건축아파트 조합,1992-08-31 00:00:00.0,0,268,148,0
A15788901,화곡미성,아파트,강서구,화곡동,,초록마을로,176,분양,혼합식,개별난방,3,228,(주)라이프,(주)라잎,1987-05-02 00:00:00.0,0,142,86,0
A15791001,화곡유림노르웨이숲,주상복합,강서구,화곡동,919-1,곰달래로,96,분양,복도식,개별난방,1,225,유림건설,유림,2004-09-16 00:00:00.0,0,225,0,0
A15792602,화곡푸르지오,아파트,강서구,화곡동,화곡푸르지오아파트,화곡로13길,107,분양,계단식,지역난방,50,2176,대우건설,대우건설,2002-10-31 00:00:00.0,0,506,914,0
A15805002,목동한신청구,아파트,양천구,목동,목동한신청구아파트 관리사무소,목동서로2길,22,분양,계단식,지역난방,15,1512,청구건설한신공영,목동직장주택연합,1997-12-08 00:00:00.0,0,1512,0,0
