코드1,코드2,폐지여부,구분,상위코드,코드명
11000,00000,Y,1,00000,서울특별시
11110,00000,Y,2,11000,종로구
11110,10100,Y,3,11110,청운동
11110,10200,Y,3,11110,신교동
11110,10300,Y,3,11110,궁정동
11110,10400,Y,3,11110,효자동
11110,10500,Y,3,11110,창성동
11110,10600,Y,3,11110,통의동
11110,10700,Y,3,11110,적선동
11110,10800,Y,3,11110,통인동
11110,10900,Y,3,11110,누상동
11110,11000,Y,3,11110,누하동
11110,11100,Y,3,11110,옥인동
11110,11200,Y,3,11110,체부동
11110,11300,Y,3,11110,필운동
11110,11400,Y,3,11110,내자동
11110,11500,Y,3,11110,사직동
11110,11600,Y,3,11110,도렴동
11110,11700,Y,3,11110,당주동
11110,11800,Y,3,11110,내수동
11110,11900,Y,3,11110,세종로
11110,12000,Y,3,11110,신문로1가
11110,12100,Y,3,11110,신문로2가
11110,12200,Y,3,11110,청진동
11110,12300,Y,3,11110,서린동
11110,12400,Y,3,11110,수송동
11110,12500,Y,3,11110,중학동
11110,12600,Y,3,11110,종로1가
11110,12700,Y,3,11110,공평동
11110,12800,Y,3,11110,관훈동
11110,12900,Y,3,11110,견지동
11110,13000,Y,3,11110,와룡동
11110,13100,Y,3,11110,권농동
11110,13200,Y,3,11110,운니동
11110,13300,Y,3,11110,익선동
11110,13400,Y,3,11110,경운동
11110,13500,Y,3,11110,관철동
11110,13600,Y,3,11110,인사동
11110,13700,Y,3,11110,낙원동
11110,13800,Y,3,11110,종로2가
11110,13900,Y,3,11110,팔판동
11110,14000,Y,3,11110,삼청동
11110,14100,Y,3,11110,안국동
11110,14200,Y,3,11110,소격동
11110,14300,Y,3,11110,화동
11110,14400,Y,3,11110,사간동
11110,14500,Y,3,11110,송현동
11110,14600,Y,3,11110,가회동
11110,14700,Y,3,11110,재동
11110,14800,Y,3,11110,계동
11110,14900,Y,3,11110,원서동
11110,15000,Y,3,11110,훈정동
11110,15100,Y,3,11110,묘동
11110,15200,Y,3,11110,봉익동
11110,15300,Y,3,11110,돈의동
11110,15400,Y,3,11110,장사동
11110,15500,Y,3,11110,관수동
11110,15600,Y,3,11110,종로3가
11110,15700,Y,3,11110,인의동
11110,15800,Y,3,11110,예지동
11110,15900,Y,3,11110,원남동
11110,16000,Y,3,11110,연지동
11110,16100,Y,3,11110,종로4가
11110,16200,Y,3,11110,효제동
11110,16300,Y,3,11110,종로5가
11110,16400,Y,3,11110,종로6가
11110,16500,Y,3,11110,이화동
11110,16600,Y,3,11110,연건동
11110,16700,Y,3,11110,충신동
11110,16800,Y,3,11110,동숭동
11110,16900,Y,3,11110,혜화동
11110,17000,Y,3,11110,명륜1가
11110,17100,Y,3,11110,명륜2가
11110,17200,Y,3,11110,명륜4가
11110,17300,Y,3,11110,명륜3가
11110,17400,Y,3,11110,창신동
11110,17500,Y,3,11110,숭인동
11110,17600,Y,3,11110,교남동
11110,17700,Y,3,11110,평동
11110,17800,Y,3,11110,송월동
11110,17900,Y,3,11110,홍파동
11110,18000,Y,3,11110,교북동
11110,18100,Y,3,11110,행촌동
11110,18200,Y,3,11110,구기동
11110,18300,Y,3,11110,평창동
11110,18400,Y,3,11110,부암동
11110,18500,Y,3,11110,홍지동
11110,18600,Y,3,11110,신영동
11110,18700,Y,3,11110,무악동
11110,90100,N,3,11110,창신1동
11110,90200,N,3,11110,창신2동
11110,90300,N,3,11110,창신3동
11110,90400,N,3,11110,숭인1동
11110,90500,N,3,11110,숭인2동
11140,00000,Y,2,11000,중구
11140,00100,N,3,11140,동자동
11140,00200,N,3,11140,도동1가
11140,00300,N,3,11140,도동2가
11140,00400,N,3,11140,양동
11140,10100,Y,3,11140,무교동
11140,10200,Y,3,11140,다동
11140,10300,Y,3,11140,태평로1가
11140,10400,Y,3,11140,을지로1가
11140,10500,Y,3,11140,을지로2가
11140,10600,Y,3,11140,남대문로1가
11140,10700,Y,3,11140,삼각동
11140,10800,Y,3,11140,수하동
11140,10900,Y,3,11140,장교동
11140,11000,Y,3,11140,수표동
11140,11100,Y,3,11140,소공동
11140,11200,Y,3,11140,남창동
11140,11300,Y,3,11140,북창동
11140,11400,Y,3,11140,태평로2가
11140,11500,Y,3,11140,남대문로2가
11140,11600,Y,3,11140,남대문로3가
11140,11700,Y,3,11140,남대문로4가
11140,11800,Y,3,11140,남대문로5가
11140,11900,Y,3,11140,봉래동1가
11140,12000,Y,3,11140,봉래동2가
11140,12100,Y,3,11140,회현동1가
11140,12200,Y,3,11140,회현동2가
11140,12300,Y,3,11140,회현동3가
11140,12400,Y,3,11140,충무로1가
11140,12500,Y,3,11140,충무로2가
11140,12600,Y,3,11140,명동1가
11140,12700,Y,3,11140,명동2가
11140,12800,Y,3,11140,남산동1가
11140,12900,Y,3,11140,남산동2가
11140,13000,Y,3,11140,남산동3가
11140,13100,Y,3,11140,저동1가
11140,13200,Y,3,11140,충무로4가
11140,13300,Y,3,11140,충무로5가
11140,13400,Y,3,11140,인현동2가
11140,13500,Y,3,11140,예관동
11140,13600,Y,3,11140,묵정동
11140,13700,Y,3,11140,필동1가
11140,13800,Y,3,11140,필동2가
11140,13900,Y,3,11140,필동3가
11140,14000,Y,3,11140,남학동
11140,14100,Y,3,11140,주자동
11140,14200,Y,3,11140,예장동
11140,14300,Y,3,11140,장충동1가
11140,14400,Y,3,11140,장충동2가
11140,14500,Y,3,11140,광희동1가
11140,14600,Y,3,11140,광희동2가
11140,14700,Y,3,11140,쌍림동
11140,14800,Y,3,11140,을지로6가
11140,14900,Y,3,11140,을지로7가
11140,15000,Y,3,11140,을지로4가
11140,15100,Y,3,11140,을지로5가
11140,15200,Y,3,11140,주교동
11140,15300,Y,3,11140,방산동
11140,15400,Y,3,11140,오장동
11140,15500,Y,3,11140,을지로3가
11140,15600,Y,3,11140,입정동
11140,15700,Y,3,11140,산림동
11140,15800,Y,3,11140,충무로3가
11140,15900,Y,3,11140,초동
11140,16000,Y,3,11140,인현동1가
11140,16100,Y,3,11140,저동2가
11140,16200,Y,3,11140,신당동
11140,16300,Y,3,11140,흥인동
11140,16400,Y,3,11140,무학동
11140,16500,Y,3,11140,황학동
11140,16600,Y,3,11140,서소문동
11140,16700,Y,3,11140,정동
11140,16800,Y,3,11140,순화동
11140,16900,Y,3,11140,의주로1가
11140,17000,Y,3,11140,충정로1가
11140,17100,Y,3,11140,중림동
11140,17200,Y,3,11140,의주로2가
11140,17300,Y,3,11140,만리동1가
11140,17400,Y,3,11140,만리동2가
11140,90100,N,3,11140,신당1동
11140,90200,N,3,11140,신당2동
11140,90300,N,3,11140,신당3동
11140,90400,N,3,11140,신당4동
11140,90500,N,3,11140,신당5동
11140,90600,N,3,11140,신당6동
11170,00000,Y,2,11000,용산구
11170,00100,N,3,11170,옥수동
11170,00200,N,3,11170,도동1가
11170,00300,N,3,11170,도동2가
11170,00400,N,3,11170,만리동1가
11170,00500,N,3,11170,만리동2가
11170,10100,Y,3,11170,후암동
11170,10200,Y,3,11170,용산동2가
11170,10300,Y,3,11170,용산동4가
11170,10400,Y,3,11170,갈월동
11170,10500,Y,3,11170,남영동
11170,10600,Y,3,11170,용산동1가
11170,10700,Y,3,11170,동자동
11170,10800,Y,3,11170,서계동
11170,10900,Y,3,11170,청파동1가
11170,11000,Y,3,11170,청파동2가
11170,11100,Y,3,11170,청파동3가
11170,11200,Y,3,11170,원효로1가
11170,11300,Y,3,11170,원효로2가
11170,11400,Y,3,11170,신창동
11170,11500,Y,3,11170,산천동
11170,11600,Y,3,11170,청암동
11170,11700,Y,3,11170,원효로3가
11170,11800,Y,3,11170,원효로4가
11170,11900,Y,3,11170,효창동
11170,12000,Y,3,11170,도원동
11170,12100,Y,3,11170,용문동
11170,12200,Y,3,11170,문배동
11170,12300,Y,3,11170,신계동
11170,12400,Y,3,11170,한강로1가
11170,12500,Y,3,11170,한강로2가
11170,12600,Y,3,11170,용산동3가
11170,12700,Y,3,11170,용산동5가
11170,12800,Y,3,11170,한강로3가
11170,12900,Y,3,11170,이촌동
11170,13000,Y,3,11170,이태원동
11170,13100,Y,3,11170,한남동
11170,13200,Y,3,11170,동빙고동
11170,13300,Y,3,11170,서빙고동
11170,13400,Y,3,11170,주성동
11170,13500,Y,3,11170,용산동6가
11170,13600,Y,3,11170,보광동
11170,90100,N,3,11170,청파1동
11170,90200,N,3,11170,청파2동
11170,90300,N,3,11170,이촌1동
11170,90400,N,3,11170,이촌2동
11170,90500,N,3,11170,이태원1동
11170,90600,N,3,11170,이태원2동
11170,90700,N,3,11170,한남1동
11170,90800,N,3,11170,한남2동
11200,00000,Y,2,11000,성동구
11200,00100,N,3,11200,상일동
11200,00200,N,3,11200,길동
11200,00300,N,3,11200,둔촌동
11200,00400,N,3,11200,암사동
11200,00500,N,3,11200,성내동
11200,00600,N,3,11200,풍납동
11200,00700,N,3,11200,천호동
11200,00800,N,3,11200,송파동
11200,00900,N,3,11200,석촌동
11200,01000,N,3,11200,삼전동
11200,01100,N,3,11200,가락동
11200,01200,N,3,11200,이동
11200,01300,N,3,11200,오금동
11200,01400,N,3,11200,방이동
11200,01500,N,3,11200,문정동
11200,01600,N,3,11200,장지동
11200,01700,N,3,11200,거여동
11200,01800,N,3,11200,마천동
11200,01900,N,3,11200,잠실동
11200,02000,N,3,11200,신천동
11200,02100,N,3,11200,일원동
11200,02200,N,3,11200,수서동
11200,02300,N,3,11200,자곡동
11200,02400,N,3,11200,율현동
11200,02500,N,3,11200,세곡동
11200,02600,N,3,11200,역삼동
11200,02700,N,3,11200,포이동
11200,02800,N,3,11200,개포동
11200,02900,N,3,11200,도곡동
11200,03000,N,3,11200,논현동
11200,03100,N,3,11200,신사동
11200,03200,N,3,11200,학동
11200,03300,N,3,11200,압구정동
11200,03400,N,3,11200,청담동
11200,03500,N,3,11200,삼성동
11200,03600,N,3,11200,대치동
11200,03700,N,3,11200,염곡동
11200,03800,N,3,11200,내곡동
11200,03900,N,3,11200,신원동
11200,04000,N,3,11200,반포동
11200,04100,N,3,11200,잠원동
11200,04200,N,3,11200,서초동
11200,04300,N,3,11200,양재동
11200,04400,N,3,11200,우면동
11200,04500,N,3,11200,원지동
11200,04600,N,3,11200,황학동
11200,04700,N,3,11200,무학동
11200,04800,N,3,11200,흥인동
11200,04900,N,3,11200,신당동
11200,05000,N,3,11200,용두동
11200,05100,N,3,11200,답십리동
11200,05200,N,3,11200,면목동
11200,05300,N,3,11200,금호동
11200,05400,N,3,11200,명일동
11200,05500,N,3,11200,하일동
11200,05600,N,3,11200,고덕동
11200,10100,Y,3,11200,상왕십리동
11200,10200,Y,3,11200,하왕십리동
11200,10300,Y,3,11200,홍익동
11200,10400,Y,3,11200,도선동
11200,10500,Y,3,11200,마장동
11200,10600,Y,3,11200,사근동
11200,10700,Y,3,11200,행당동
11200,10800,Y,3,11200,응봉동
11200,10900,Y,3,11200,금호동1가
11200,11000,Y,3,11200,금호동2가
11200,11100,Y,3,11200,금호동3가
11200,11200,Y,3,11200,금호동4가
11200,11300,Y,3,11200,옥수동
11200,11400,Y,3,11200,성수동1가
11200,11500,Y,3,11200,성수동2가
11200,11600,N,3,11200,화양동
11200,11700,N,3,11200,모진동
11200,11800,Y,3,11200,송정동
11200,11900,N,3,11200,군자동
11200,12000,N,3,11200,중곡동
11200,12100,N,3,11200,능동
11200,12200,Y,3,11200,용답동
11200,12300,N,3,11200,광장동
11200,12400,N,3,11200,구의동
11200,12500,N,3,11200,자양동
11200,90100,N,3,11200,왕십리1동
11200,90200,N,3,11200,왕십리2동
11200,90300,N,3,11200,행당1동
11200,90400,N,3,11200,행당2동
11200,90500,N,3,11200,중곡1동
11200,90600,N,3,11200,중곡2동
11200,90700,N,3,11200,중곡3동
11200,90800,N,3,11200,중곡4동
11200,90900,N,3,11200,옥수1동
11200,91000,N,3,11200,옥수2동
11200,91100,N,3,11200,성수1가1동
11200,91200,N,3,11200,성수1가2동
11200,91300,N,3,11200,성수2가1동
11200,91400,N,3,11200,성수2가2동
11200,91500,N,3,11200,성수2가3동
11200,91600,N,3,11200,성수2가4동
11200,91700,N,3,11200,자양1동
11200,91800,N,3,11200,자양2동
11200,91900,N,3,11200,자양3동
11200,92000,N,3,11200,구의1동
11200,92100,N,3,11200,구의2동
11215,00000,Y,2,11000,광진구
11215,10100,Y,3,11215,중곡동
11215,10200,Y,3,11215,능동
11215,10300,Y,3,11215,구의동
11215,10400,Y,3,11215,광장동
11215,10500,Y,3,11215,자양동
11215,10600,N,3,11215,노유동
11215,10700,Y,3,11215,화양동
11215,10800,N,3,11215,모진동
11215,10900,Y,3,11215,군자동
11230,00000,Y,2,11000,동대문구
11230,00100,N,3,11230,면목동
11230,00200,N,3,11230,상봉동
11230,00300,N,3,11230,중화동
11230,00400,N,3,11230,묵동
11230,00500,N,3,11230,망우동
11230,00600,N,3,11230,신내동
11230,00700,N,3,11230,중곡동
11230,00800,N,3,11230,능동
11230,00900,N,3,11230,군자동
11230,01000,N,3,11230,종암동
11230,01100,N,3,11230,안암동4가
11230,01200,N,3,11230,안암동5가
11230,01300,N,3,11230,석관동
11230,01400,N,3,11230,보문동1가
11230,01500,N,3,11230,보문동2가
11230,01600,N,3,11230,보문동3가
11230,01700,N,3,11230,보문동4가
11230,01800,N,3,11230,보문동5가
11230,01900,N,3,11230,보문동6가
11230,02000,N,3,11230,보문동7가
11230,02100,N,3,11230,창신동
11230,02200,N,3,11230,숭인동
11230,10100,Y,3,11230,신설동
11230,10200,Y,3,11230,용두동
11230,10300,Y,3,11230,제기동
11230,10400,Y,3,11230,전농동
11230,10500,Y,3,11230,답십리동
11230,10600,Y,3,11230,장안동
11230,10700,Y,3,11230,청량리동
11230,10800,Y,3,11230,회기동
11230,10900,Y,3,11230,휘경동
11230,11000,Y,3,11230,이문동
11230,90100,N,3,11230,용두1동
11230,90200,N,3,11230,용두2동
11230,90300,N,3,11230,제기1동
11230,90400,N,3,11230,제기2동
11230,90500,N,3,11230,전농1동
11230,90600,N,3,11230,전농2동
11230,90700,N,3,11230,전농3동
11230,90800,N,3,11230,전농4동
11230,90900,N,3,11230,답십리1동
11230,91000,N,3,11230,답십리2동
11230,91100,N,3,11230,답십리3동
11230,91200,N,3,11230,답십리4동
11230,91300,N,3,11230,답십리5동
11230,91400,N,3,11230,장안1동
11230,91500,N,3,11230,장안2동
11230,91600,N,3,11230,장안3동
11230,91700,N,3,11230,장안4동
11230,91800,N,3,11230,청량리1동
11230,91900,N,3,11230,청량리2동
11230,92000,N,3,11230,휘경1동
11230,92100,N,3,11230,휘경2동
11230,92200,N,3,11230,이문1동
11230,92300,N,3,11230,이문2동
11230,92400,N,3,11230,이문3동
11260,00000,Y,2,11000,중랑구
11260,10100,Y,3,11260,면목동
11260,10200,Y,3,11260,상봉동
11260,10300,Y,3,11260,중화동
11260,10400,Y,3,11260,묵동
11260,10500,Y,3,11260,망우동
11260,10600,Y,3,11260,신내동
11260,90100,N,3,11260,면목1동
11260,90200,N,3,11260,면목2동
11260,90300,N,3,11260,면목3동
11260,90400,N,3,11260,면목4동
11260,90500,N,3,11260,면목5동
11260,90600,N,3,11260,면목6동
11260,90700,N,3,11260,면목7동
11260,90800,N,3,11260,상봉1동
11260,90900,N,3,11260,상봉2동
11260,91000,N,3,11260,중화1동
11260,91100,N,3,11260,중화2동
11260,91200,N,3,11260,묵1동
11260,91300,N,3,11260,묵2동
11260,91400,N,3,11260,망우1동
11260,91500,N,3,11260,망우2동
11260,91600,N,3,11260,망우3동
11290,00000,Y,2,11000,성북구
11290,00100,N,3,11290,미아동
11290,00200,N,3,11290,번동
11290,00300,N,3,11290,수유동
11290,00400,N,3,11290,우이동
11290,00500,N,3,11290,창동
11290,00600,N,3,11290,월계동
11290,00700,N,3,11290,쌍문동
11290,00800,N,3,11290,공릉동
11290,00900,N,3,11290,하계동
11290,01000,N,3,11290,상계동
11290,01100,N,3,11290,중계동
11290,01200,N,3,11290,도봉동
11290,01300,N,3,11290,방학동
11290,01400,N,3,11290,성북동2가
11290,01500,N,3,11290,동소문동8가
11290,10100,Y,3,11290,성북동
11290,10200,Y,3,11290,성북동1가
11290,10300,Y,3,11290,돈암동
11290,10400,Y,3,11290,동소문동1가
11290,10500,Y,3,11290,동소문동2가
11290,10600,Y,3,11290,동소문동3가
11290,10700,Y,3,11290,동소문동4가
11290,10800,Y,3,11290,동소문동5가
11290,10900,Y,3,11290,동소문동6가
11290,11000,Y,3,11290,동소문동7가
11290,11100,Y,3,11290,삼선동1가
11290,11200,Y,3,11290,삼선동2가
11290,11300,Y,3,11290,삼선동3가
11290,11400,Y,3,11290,삼선동4가
11290,11500,Y,3,11290,삼선동5가
11290,11600,Y,3,11290,동선동1가
11290,11700,Y,3,11290,동선동2가
11290,11800,Y,3,11290,동선동3가
11290,11900,Y,3,11290,동선동4가
11290,12000,Y,3,11290,동선동5가
11290,12100,Y,3,11290,안암동1가
11290,12200,Y,3,11290,안암동2가
11290,12300,Y,3,11290,안암동3가
11290,12400,Y,3,11290,안암동4가
11290,12500,Y,3,11290,안암동5가
11290,12600,Y,3,11290,보문동4가
11290,12700,Y,3,11290,보문동5가
11290,12800,Y,3,11290,보문동6가
11290,12900,Y,3,11290,보문동7가
11290,13000,Y,3,11290,보문동1가
11290,13100,Y,3,11290,보문동2가
11290,13200,Y,3,11290,보문동3가
11290,13300,Y,3,11290,정릉동
11290,13400,Y,3,11290,길음동
11290,13500,Y,3,11290,종암동
11290,13600,Y,3,11290,하월곡동
11290,13700,Y,3,11290,상월곡동
11290,13800,Y,3,11290,장위동
11290,13900,Y,3,11290,석관동
11290,90100,N,3,11290,성북1동
11290,90200,N,3,11290,성북2동
11290,90300,N,3,11290,삼선1동
11290,90400,N,3,11290,삼선2동
11290,90500,N,3,11290,동선1동
11290,90600,N,3,11290,동선2동
11290,90700,N,3,11290,돈암1동
11290,90800,N,3,11290,돈암2동
11290,90900,N,3,11290,정릉1동
11290,91000,N,3,11290,정릉2동
11290,91100,N,3,11290,정릉3동
11290,91200,N,3,11290,정릉4동
11290,91300,N,3,11290,길음1동
11290,91400,N,3,11290,길음2동
11290,91500,N,3,11290,길음3동
11290,91600,N,3,11290,종암1동
11290,91700,N,3,11290,종암2동
11290,91800,N,3,11290,하월곡1동
11290,91900,N,3,11290,하월곡2동
11290,92000,N,3,11290,하월곡3동
11290,92100,N,3,11290,하월곡4동
11290,92200,N,3,11290,장위1동
11290,92300,N,3,11290,장위2동
11290,92400,N,3,11290,장위3동
11290,92500,N,3,11290,석관1동
11290,92600,N,3,11290,석관2동
11305,00000,Y,2,11000,강북구
11305,10100,Y,3,11305,미아동
11305,10200,Y,3,11305,번동
11305,10300,Y,3,11305,수유동
11305,10400,Y,3,11305,우이동
11320,00000,Y,2,11000,도봉구
11320,00300,N,3,11320,상계동
11320,00400,N,3,11320,중계동
11320,00500,N,3,11320,하계동
11320,00600,N,3,11320,월계동
11320,00700,N,3,11320,공릉동
11320,10100,N,3,11320,미아동
11320,10200,N,3,11320,번동
11320,10300,N,3,11320,수유동
11320,10400,N,3,11320,우이동
11320,10500,Y,3,11320,쌍문동
11320,10600,Y,3,11320,방학동
11320,10700,Y,3,11320,창동
11320,10800,Y,3,11320,도봉동
11320,90100,N,3,11320,창1동
11320,90200,N,3,11320,창2동
11320,90300,N,3,11320,창3동
11320,90400,N,3,11320,도봉1동
11320,90500,N,3,11320,도봉2동
11320,90600,N,3,11320,미아1동
11320,90700,N,3,11320,미아2동
11320,90800,N,3,11320,미아3동
11320,90900,N,3,11320,미아4동
11320,91000,N,3,11320,미아5동
11320,91100,N,3,11320,미아6동
11320,91200,N,3,11320,미아7동
11320,91300,N,3,11320,미아8동
11320,91400,N,3,11320,번1동
11320,91500,N,3,11320,번2동
11320,91600,N,3,11320,수유1동
11320,91700,N,3,11320,수유2동
11320,91800,N,3,11320,수유3동
11320,91900,N,3,11320,수유4동
11320,92000,N,3,11320,수유5동
11320,92100,N,3,11320,쌍문1동
11320,92200,N,3,11320,쌍문2동
11320,92300,N,3,11320,쌍문3동
11320,92400,N,3,11320,방학1동
11320,92500,N,3,11320,방학2동
11320,92600,N,3,11320,방학3동
11350,00000,Y,2,11000,노원구
11350,10100,N,3,11350,창동
11350,10200,Y,3,11350,월계동
11350,10300,Y,3,11350,공릉동
11350,10400,Y,3,11350,하계동
11350,10500,Y,3,11350,상계동
11350,10600,Y,3,11350,중계동
11350,10700,N,3,11350,도봉동
11350,90100,N,3,11350,도봉1동
11350,90200,N,3,11350,도봉2동
11350,90300,N,3,11350,창1동
11350,90400,N,3,11350,창2동
11350,90500,N,3,11350,창3동
11350,90600,N,3,11350,월계1동
11350,90700,N,3,11350,월계2동
11350,90800,N,3,11350,월계3동
11350,90900,N,3,11350,공릉1동
11350,91000,N,3,11350,공릉2동
11350,91100,N,3,11350,상계1동
11350,91200,N,3,11350,상계2동
11350,91300,N,3,11350,상계3동
11350,91400,N,3,11350,상계4동
11350,91500,N,3,11350,상계5동
11350,91600,N,3,11350,상계6동
11350,91700,N,3,11350,상계7동
11380,00000,Y,2,11000,은평구
11380,10100,Y,3,11380,수색동
11380,10200,Y,3,11380,녹번동
11380,10300,Y,3,11380,불광동
11380,10400,Y,3,11380,갈현동
11380,10500,Y,3,11380,구산동
11380,10600,Y,3,11380,대조동
11380,10700,Y,3,11380,응암동
11380,10800,Y,3,11380,역촌동
11380,10900,Y,3,11380,신사동
11380,11000,Y,3,11380,증산동
11380,11100,N,3,11380,진관내동
11380,11200,N,3,11380,구파발동
11380,11300,N,3,11380,진관외동
11380,11400,Y,3,11380,진관동
11380,90100,N,3,11380,불광1동
11380,90200,N,3,11380,불광2동
11380,90300,N,3,11380,불광3동
11380,90400,N,3,11380,응암1동
11380,90500,N,3,11380,응암2동
11380,90600,N,3,11380,응암3동
11380,90700,N,3,11380,역촌1동
11380,90800,N,3,11380,역촌2동
11380,90900,N,3,11380,응암4동
11410,00000,Y,2,11000,서대문구
11410,00100,N,3,11410,평창동
11410,00200,N,3,11410,구기동
11410,00300,N,3,11410,부암동
11410,00400,N,3,11410,홍지동
11410,00500,N,3,11410,신영동
11410,00600,N,3,11410,행촌동
11410,00700,N,3,11410,송월동
11410,00800,N,3,11410,홍파동
11410,00900,N,3,11410,평동
11410,01000,N,3,11410,교남동
11410,01100,N,3,11410,교북동
11410,01200,N,3,11410,서소문동
11410,01300,N,3,11410,정동
11410,01400,N,3,11410,순화동
11410,01500,N,3,11410,의주로2가
11410,01600,N,3,11410,중림동
11410,01700,N,3,11410,의주로1가
11410,01800,N,3,11410,충정로1가
11410,01900,N,3,11410,노고산동
11410,02000,N,3,11410,만리동1가
11410,02100,N,3,11410,만리동2가
11410,02200,N,3,11410,상암동
11410,02300,N,3,11410,성산동
11410,02400,N,3,11410,수색동
11410,02500,N,3,11410,중동
11410,02600,N,3,11410,녹번동
11410,02700,N,3,11410,불광동
11410,02800,N,3,11410,갈현동
11410,02900,N,3,11410,역촌동
11410,03000,N,3,11410,신사동
11410,03100,N,3,11410,구파발동
11410,03200,N,3,11410,구산동
11410,03300,N,3,11410,진관내동
11410,03400,N,3,11410,진관외동
11410,03500,N,3,11410,응암동
11410,03600,N,3,11410,대조동
11410,03700,N,3,11410,증산동
11410,10100,Y,3,11410,충정로2가
11410,10200,Y,3,11410,충정로3가
11410,10300,Y,3,11410,합동
11410,10400,Y,3,11410,미근동
11410,10500,Y,3,11410,냉천동
11410,10600,Y,3,11410,천연동
11410,10700,Y,3,11410,옥천동
11410,10800,Y,3,11410,영천동
11410,10900,Y,3,11410,현저동
11410,11000,Y,3,11410,북아현동
11410,11100,Y,3,11410,홍제동
11410,11200,Y,3,11410,대현동
11410,11300,Y,3,11410,대신동
11410,11400,Y,3,11410,신촌동
11410,11500,Y,3,11410,봉원동
11410,11600,Y,3,11410,창천동
11410,11700,Y,3,11410,연희동
11410,11800,Y,3,11410,홍은동
11410,11900,Y,3,11410,북가좌동
11410,12000,Y,3,11410,남가좌동
11410,90100,N,3,11410,충정로동
11410,90200,N,3,11410,북아현1동
11410,90300,N,3,11410,북아현2동
11410,90400,N,3,11410,북아현3동
11410,90500,N,3,11410,연희1동
11410,90600,N,3,11410,연희2동
11410,90700,N,3,11410,연희3동
11410,90800,N,3,11410,홍제1동
11410,90900,N,3,11410,홍제2동
11410,91000,N,3,11410,홍제3동
11410,91100,N,3,11410,홍제4동
11410,91200,N,3,11410,홍은1동
11410,91300,N,3,11410,홍은2동
11410,91400,N,3,11410,홍은3동
11410,91500,N,3,11410,남가좌1동
11410,91600,N,3,11410,남가좌2동
11410,91700,N,3,11410,북가좌1동
11410,91800,N,3,11410,북가좌1동
11440,00000,Y,2,11000,마포구
11440,00100,N,3,11440,연희동
11440,00200,N,3,11440,남가좌동
11440,00300,N,3,11440,수색동
11440,00400,N,3,11440,율도동
11440,10100,Y,3,11440,아현동
11440,10200,Y,3,11440,공덕동
11440,10300,Y,3,11440,신공덕동
11440,10400,Y,3,11440,도화동
11440,10500,Y,3,11440,용강동
11440,10600,Y,3,11440,토정동
11440,10700,Y,3,11440,마포동
11440,10800,Y,3,11440,대흥동
11440,10900,Y,3,11440,염리동
11440,11000,Y,3,11440,노고산동
11440,11100,Y,3,11440,신수동
11440,11200,Y,3,11440,현석동
11440,11300,Y,3,11440,구수동
11440,11400,Y,3,11440,창전동
11440,11500,Y,3,11440,상수동
11440,11600,Y,3,11440,하중동
11440,11700,Y,3,11440,신정동
11440,11800,Y,3,11440,당인동
11440,11900,N,3,11440,하수동
11440,12000,Y,3,11440,서교동
11440,12100,Y,3,11440,동교동
11440,12200,Y,3,11440,합정동
11440,12300,Y,3,11440,망원동
11440,12400,Y,3,11440,연남동
11440,12500,Y,3,11440,성산동
11440,12600,Y,3,11440,중동
11440,12700,Y,3,11440,상암동
11440,90100,N,3,11440,아현1동
11440,90200,N,3,11440,아현2동
11440,90300,N,3,11440,아현3동
11440,90400,N,3,11440,공덕1동
11440,90500,N,3,11440,공덕2동
11440,90600,N,3,11440,도화1동
11440,90700,N,3,11440,도화2동
11440,90800,N,3,11440,망원1동
11440,90900,N,3,11440,망원2동
11440,91000,N,3,11440,성산1동
11440,91100,N,3,11440,성산2동
11470,00000,Y,2,11000,양천구
11470,10100,Y,3,11470,신정동
11470,10200,Y,3,11470,목동
11470,10300,Y,3,11470,신월동
11470,90100,N,3,11470,목1동
11470,90200,N,3,11470,목2동
11470,90300,N,3,11470,목3동
11470,90400,N,3,11470,목4동
11470,90500,N,3,11470,목5동
11470,90600,N,3,11470,신월1동
11470,90700,N,3,11470,신월2동
11470,90800,N,3,11470,신월3동
11470,90900,N,3,11470,신월4동
11470,91000,N,3,11470,신월5동
11470,91100,N,3,11470,신월6동
11470,91200,N,3,11470,신정1동
11470,91300,N,3,11470,신정2동
11470,91400,N,3,11470,신정3동
11470,91500,N,3,11470,신정4동
11470,91600,N,3,11470,신정5동
11470,91700,N,3,11470,신정6동
11500,00000,Y,2,11000,강서구
11500,00100,N,3,11500,신정동
11500,00200,N,3,11500,신월동
11500,10100,Y,3,11500,염창동
11500,10200,Y,3,11500,등촌동
11500,10300,Y,3,11500,화곡동
11500,10400,Y,3,11500,가양동
11500,10500,Y,3,11500,마곡동
11500,10600,Y,3,11500,내발산동
11500,10700,Y,3,11500,외발산동
11500,10800,Y,3,11500,공항동
11500,10900,Y,3,11500,방화동
11500,11000,Y,3,11500,개화동
11500,11100,Y,3,11500,과해동
11500,11200,Y,3,11500,오곡동
11500,11300,Y,3,11500,오쇠동
11500,11400,N,3,11500,목동
11500,90100,N,3,11500,등촌1동
11500,90200,N,3,11500,등촌2동
11500,90300,N,3,11500,화곡1동
11500,90400,N,3,11500,화곡2동
11500,90500,N,3,11500,화곡3동
11500,90600,N,3,11500,화곡4동
