법정동명,법정동코드,폐지여부,상위명칭1
강원도,4200000000,존재,
강원도 강릉시,4215000000,존재,강원도
강원도 강릉시 강동면,4215034000,존재,강원도 강릉시
강원도 강릉시 강동면 모전리,4215034022,존재,강원도 강릉시 강동면
강원도 강릉시 강동면 산성우리,4215034030,존재,강원도 강릉시 강동면
강원도 강릉시 강동면 상시동리,4215034021,존재,강원도 강릉시 강동면
강원도 강릉시 강동면 심곡리,4215034029,존재,강원도 강릉시 강동면
강원도 강릉시 강동면 안인리,4215034023,존재,강원도 강릉시 강동면
강원도 강릉시 강동면 안인진리,4215034024,존재,강원도 강릉시 강동면
강원도 강릉시 강동면 언별리,4215034031,존재,강원도 강릉시 강동면
강원도 강릉시 강동면 임곡리,4215034025,존재,강원도 강릉시 강동면
강원도 강릉시 강동면 정동진리,4215034028,존재,강원도 강릉시 강동면
강원도 강릉시 강동면 하시동리,4215034026,존재,강원도 강릉시 강동면
강원도 강릉시 강문동,4215011300,존재,강원도 강릉시
강원도 강릉시 견소동,4215011500,존재,강원도 강릉시
강원도 강릉시 교1동,4215090200,폐지,강원도 강릉시
강원도 강릉시 교2동,4215090300,폐지,강원도 강릉시
강원도 강릉시 교동,4215011000,존재,강원도 강릉시
강원도 강릉시 구정면,4215033000,존재,강원도 강릉시
강원도 강릉시 구정면 구정리,4215033023,존재,강원도 강릉시 구정면
강원도 강릉시 구정면 금광리,4215033024,존재,강원도 강릉시 구정면
강원도 강릉시 구정면 덕현리,4215033026,존재,강원도 강릉시 구정면
강원도 강릉시 구정면 어단리,4215033025,존재,강원도 강릉시 구정면
강원도 강릉시 구정면 여찬리,4215033021,존재,강원도 강릉시 구정면
강원도 강릉시 구정면 제비리,4215033027,존재,강원도 강릉시 구정면
강원도 강릉시 구정면 학산리,4215033022,존재,강원도 강릉시 구정면
강원도 강릉시 금학동,4215010600,존재,강원도 강릉시
강원도 강릉시 난곡동,4215013600,존재,강원도 강릉시
강원도 강릉시 남문동,4215010200,존재,강원도 강릉시
강원도 강릉시 남항진동,4215013000,존재,강원도 강릉시
강원도 강릉시 내곡동,4215011600,존재,강원도 강릉시
강원도 강릉시 노암동,4215012100,존재,강원도 강릉시
강원도 강릉시 담산동,4215012000,존재,강원도 강릉시
강원도 강릉시 대전동,4215013400,존재,강원도 강릉시
강원도 강릉시 두산동,4215012700,존재,강원도 강릉시
강원도 강릉시 명주동,4215010300,존재,강원도 강릉시
강원도 강릉시 박월동,4215011900,존재,강원도 강릉시
강원도 강릉시 병산동,4215012900,존재,강원도 강릉시
강원도 강릉시 사천면,4215036000,존재,강원도 강릉시
강원도 강릉시 사천면 노동리,4215036022,존재,강원도 강릉시 사천면
강원도 강릉시 사천면 덕실리,4215036026,존재,강원도 강릉시 사천면
강원도 강릉시 사천면 미노리,4215036021,존재,강원도 강릉시 사천면
강원도 강릉시 사천면 방동리,4215036027,존재,강원도 강릉시 사천면
강원도 강릉시 사천면 사기막리,4215036029,존재,강원도 강릉시 사천면
강원도 강릉시 사천면 사천진리,4215036025,존재,강원도 강릉시 사천면
강원도 강릉시 사천면 산대월리,4215036028,존재,강원도 강릉시 사천면
강원도 강릉시 사천면 석교리,4215036023,존재,강원도 강릉시 사천면
강원도 강릉시 사천면 판교리,4215036024,존재,강원도 강릉시 사천면
강원도 강릉시 성남동,4215010800,존재,강원도 강릉시
강원도 강릉시 성내동,4215010400,존재,강원도 강릉시
강원도 강릉시 성산면,4215031000,존재,강원도 강릉시
강원도 강릉시 성산면 관음리,4215031022,존재,강원도 강릉시 성산면
강원도 강릉시 성산면 구산리,4215031021,존재,강원도 강릉시 성산면
강원도 강릉시 성산면 금산리,4215031023,존재,강원도 강릉시 성산면
강원도 강릉시 성산면 보광리,4215031026,존재,강원도 강릉시 성산면
강원도 강릉시 성산면 산북리,4215031029,존재,강원도 강릉시 성산면
강원도 강릉시 성산면 송암리,4215031025,존재,강원도 강릉시 성산면
강원도 강릉시 성산면 어흘리,4215031027,존재,강원도 강릉시 성산면
강원도 강릉시 성산면 오봉리,4215031028,존재,강원도 강릉시 성산면
강원도 강릉시 성산면 위촌리,4215031024,존재,강원도 강릉시 성산면
강원도 강릉시 송정동,4215011400,존재,강원도 강릉시
강원도 강릉시 신석동,4215012400,존재,강원도 강릉시
강원도 강릉시 안현동,4215013800,존재,강원도 강릉시
강원도 강릉시 연곡면,4215037000,존재,강원도 강릉시
강원도 강릉시 연곡면 동덕리,4215037023,존재,강원도 강릉시 연곡면
강원도 강릉시 연곡면 방내리,4215037021,존재,강원도 강릉시 연곡면
강원도 강릉시 연곡면 삼산리,4215037028,존재,강원도 강릉시 연곡면
강원도 강릉시 연곡면 송림리,4215037024,존재,강원도 강릉시 연곡면
강원도 강릉시 연곡면 신왕리,4215037026,존재,강원도 강릉시 연곡면
강원도 강릉시 연곡면 영진리,4215037022,존재,강원도 강릉시 연곡면
강원도 강릉시 연곡면 유등리,4215037027,존재,강원도 강릉시 연곡면
강원도 강릉시 연곡면 퇴곡리,4215037029,존재,강원도 강릉시 연곡면
강원도 강릉시 연곡면 행정리,4215037025,존재,강원도 강릉시 연곡면
강원도 강릉시 옥계면,4215035000,존재,강원도 강릉시
강원도 강릉시 옥계면 금진리,4215035029,존재,강원도 강릉시 옥계면
강원도 강릉시 옥계면 낙풍리,4215035028,존재,강원도 강릉시 옥계면
강원도 강릉시 옥계면 남양리,4215035026,존재,강원도 강릉시 옥계면
강원도 강릉시 옥계면 도직리,4215035024,존재,강원도 강릉시 옥계면
강원도 강릉시 옥계면 북동리,4215035027,존재,강원도 강릉시 옥계면
강원도 강릉시 옥계면 산계리,4215035030,존재,강원도 강릉시 옥계면
강원도 강릉시 옥계면 조산리,4215035025,존재,강원도 강릉시 옥계면
강원도 강릉시 옥계면 주수리,4215035023,존재,강원도 강릉시 옥계면
강원도 강릉시 옥계면 천남리,4215035022,존재,강원도 강릉시 옥계면
강원도 강릉시 옥계면 현내리,4215035021,존재,강원도 강릉시 옥계면
강원도 강릉시 옥천동,4215010900,존재,강원도 강릉시
강원도 강릉시 왕산면,4215032000,존재,강원도 강릉시
강원도 강릉시 왕산면 고단리,4215032024,존재,강원도 강릉시 왕산면
강원도 강릉시 왕산면 대기리,4215032026,존재,강원도 강릉시 왕산면
강원도 강릉시 왕산면 도마리,4215032021,존재,강원도 강릉시 왕산면
강원도 강릉시 왕산면 목계리,4215032022,존재,강원도 강릉시 왕산면
강원도 강릉시 왕산면 송현리,4215032025,존재,강원도 강릉시 왕산면
강원도 강릉시 왕산면 왕산리,4215032023,존재,강원도 강릉시 왕산면
강원도 강릉시 용강동,4215010700,존재,강원도 강릉시
강원도 강릉시 운산동,4215013900,존재,강원도 강릉시
강원도 강릉시 운정동,4215013500,존재,강원도 강릉시
강원도 강릉시 월호평동,4215012300,존재,강원도 강릉시
강원도 강릉시 유산동,4215012200,존재,강원도 강릉시
강원도 강릉시 유천동,4215013100,존재,강원도 강릉시
강원도 강릉시 임당동,4215010500,존재,강원도 강릉시
강원도 강릉시 입암동,4215012500,존재,강원도 강릉시
강원도 강릉시 장현동,4215011800,존재,강원도 강릉시
강원도 강릉시 저동,4215013700,존재,강원도 강릉시
강원도 강릉시 주문진읍,4215025000,존재,강원도 강릉시
강원도 강릉시 주문진읍 교항리,4215025022,존재,강원도 강릉시 주문진읍
강원도 강릉시 주문진읍 삼교리,4215025024,존재,강원도 강릉시 주문진읍
강원도 강릉시 주문진읍 장덕리,4215025023,존재,강원도 강릉시 주문진읍
강원도 강릉시 주문진읍 주문리,4215025021,존재,강원도 강릉시 주문진읍
강원도 강릉시 주문진읍 향호리,4215025025,존재,강원도 강릉시 주문진읍
강원도 강릉시 죽전동,4215090400,폐지,강원도 강릉시
강원도 강릉시 죽헌동,4215013300,존재,강원도 강릉시
강원도 강릉시 중앙동,4215090100,폐지,강원도 강릉시
강원도 강릉시 지변동,4215013200,존재,강원도 강릉시
강원도 강릉시 청량동,4215012600,존재,강원도 강릉시
강원도 강릉시 초당동,4215011200,존재,강원도 강릉시
강원도 강릉시 포남동,4215011100,존재,강원도 강릉시
강원도 강릉시 학동,4215012800,존재,강원도 강릉시
강원도 강릉시 홍제동,4215010100,존재,강원도 강릉시
강원도 강릉시 회산동,4215011700,존재,강원도 강릉시
강원도 고성군,4282000000,존재,강원도
강원도 고성군 간성면,4282003000,폐지,강원도 고성군
강원도 고성군 간성면 간촌리,4282003006,폐지,강원도 고성군 간성면
강원도 고성군 간성면 광산리,4282003009,폐지,강원도 고성군 간성면
강원도 고성군 간성면 교동리,4282003007,폐지,강원도 고성군 간성면
강원도 고성군 간성면 금수리,4282003014,폐지,강원도 고성군 간성면
강원도 고성군 간성면 동호리,4282003003,폐지,강원도 고성군 간성면
강원도 고성군 간성면 봉호리,4282003004,폐지,강원도 고성군 간성면
강원도 고성군 간성면 상리,4282003005,폐지,강원도 고성군 간성면
강원도 고성군 간성면 선유실리,4282003013,폐지,강원도 고성군 간성면
강원도 고성군 간성면 신안리,4282003002,폐지,강원도 고성군 간성면
강원도 고성군 간성면 어천리,4282003010,폐지,강원도 고성군 간성면
강원도 고성군 간성면 장신리,4282003011,폐지,강원도 고성군 간성면
강원도 고성군 간성면 진부리,4282003017,폐지,강원도 고성군 간성면
강원도 고성군 간성면 탑동리,4282003012,폐지,강원도 고성군 간성면
강원도 고성군 간성면 탑현리,4282003015,폐지,강원도 고성군 간성면
강원도 고성군 간성면 하리,4282003001,폐지,강원도 고성군 간성면
강원도 고성군 간성면 해상리,4282003008,폐지,강원도 고성군 간성면
강원도 고성군 간성면 흘리,4282003016,폐지,강원도 고성군 간성면
강원도 고성군 간성읍,4282025000,존재,강원도 고성군
강원도 고성군 간성읍 간촌리,4282025026,존재,강원도 고성군 간성읍
강원도 고성군 간성읍 광산리,4282025029,존재,강원도 고성군 간성읍
강원도 고성군 간성읍 교동리,4282025027,존재,강원도 고성군 간성읍
강원도 고성군 간성읍 금수리,4282025035,존재,강원도 고성군 간성읍
강원도 고성군 간성읍 동호리,4282025023,존재,강원도 고성군 간성읍
강원도 고성군 간성읍 봉호리,4282025024,존재,강원도 고성군 간성읍
강원도 고성군 간성읍 상리,4282025025,존재,강원도 고성군 간성읍
강원도 고성군 간성읍 선유실리,4282025034,존재,강원도 고성군 간성읍
강원도 고성군 간성읍 신안리,4282025022,존재,강원도 고성군 간성읍
강원도 고성군 간성읍 어천리,4282025030,존재,강원도 고성군 간성읍
강원도 고성군 간성읍 장신리,4282025031,존재,강원도 고성군 간성읍
강원도 고성군 간성읍 진부리,4282025032,존재,강원도 고성군 간성읍
강원도 고성군 간성읍 탑동리,4282025033,존재,강원도 고성군 간성읍
강원도 고성군 간성읍 탑현리,4282025036,존재,강원도 고성군 간성읍
강원도 고성군 간성읍 하리,4282025021,존재,강원도 고성군 간성읍
강원도 고성군 간성읍 해상리,4282025028,존재,강원도 고성군 간성읍
강원도 고성군 간성읍 흘리,4282025037,존재,강원도 고성군 간성읍
강원도 고성군 거진면,4282003500,폐지,강원도 고성군
강원도 고성군 거진면 거진리,4282003501,폐지,강원도 고성군 거진면
강원도 고성군 거진면 냉천리,4282003517,폐지,강원도 고성군 거진면
강원도 고성군 거진면 대대리,4282003512,폐지,강원도 고성군 거진면
강원도 고성군 거진면 반암리,4282003514,폐지,강원도 고성군 거진면
강원도 고성군 거진면 봉평리,4282003516,폐지,강원도 고성군 거진면
강원도 고성군 거진면 산북리,4282003507,폐지,강원도 고성군 거진면
강원도 고성군 거진면 석문리,4282003509,폐지,강원도 고성군 거진면
강원도 고성군 거진면 송강리,4282003508,폐지,강원도 고성군 거진면
강원도 고성군 거진면 송정리,4282003505,폐지,강원도 고성군 거진면
강원도 고성군 거진면 송죽리,4282003513,폐지,강원도 고성군 거진면
강원도 고성군 거진면 송포리,4282003515,폐지,강원도 고성군 거진면
강원도 고성군 거진면 오정리,4282003511,폐지,강원도 고성군 거진면
강원도 고성군 거진면 용하리,4282003506,폐지,강원도 고성군 거진면
강원도 고성군 거진면 원당리,4282003504,폐지,강원도 고성군 거진면
강원도 고성군 거진면 자산리,4282003502,폐지,강원도 고성군 거진면
강원도 고성군 거진면 초계리,4282003510,폐지,강원도 고성군 거진면
강원도 고성군 거진면 화포리,4282003503,폐지,강원도 고성군 거진면
강원도 고성군 거진읍,4282025300,존재,강원도 고성군
강원도 고성군 거진읍 거진리,4282025321,존재,강원도 고성군 거진읍
강원도 고성군 거진읍 냉천리,4282025335,존재,강원도 고성군 거진읍
강원도 고성군 거진읍 대대리,4282025330,존재,강원도 고성군 거진읍
강원도 고성군 거진읍 반암리,4282025332,존재,강원도 고성군 거진읍
강원도 고성군 거진읍 봉평리,4282025334,존재,강원도 고성군 거진읍
강원도 고성군 거진읍 산북리,4282025326,존재,강원도 고성군 거진읍
강원도 고성군 거진읍 석문리,4282025328,존재,강원도 고성군 거진읍
강원도 고성군 거진읍 송강리,4282025327,존재,강원도 고성군 거진읍
강원도 고성군 거진읍 송정리,4282025324,존재,강원도 고성군 거진읍
강원도 고성군 거진읍 송죽리,4282025331,존재,강원도 고성군 거진읍
강원도 고성군 거진읍 송포리,4282025333,존재,강원도 고성군 거진읍
강원도 고성군 거진읍 오정리,4282025336,존재,강원도 고성군 거진읍
강원도 고성군 거진읍 용하리,4282025325,존재,강원도 고성군 거진읍
강원도 고성군 거진읍 원당리,4282025323,존재,강원도 고성군 거진읍
강원도 고성군 거진읍 자산리,4282025337,존재,강원도 고성군 거진읍
강원도 고성군 거진읍 초계리,4282025329,존재,강원도 고성군 거진읍
강원도 고성군 거진읍 화포리,4282025322,존재,강원도 고성군 거진읍
강원도 고성군 수동면,4282034000,존재,강원도 고성군
강원도 고성군 수동면 고미성리,4282034025,존재,강원도 고성군 수동면
강원도 고성군 수동면 덕산리,4282034023,존재,강원도 고성군 수동면
강원도 고성군 수동면 사비리,4282034024,존재,강원도 고성군 수동면
강원도 고성군 수동면 사천리,4282034027,존재,강원도 고성군 수동면
강원도 고성군 수동면 상원리,4282034028,존재,강원도 고성군 수동면
강원도 고성군 수동면 신대리,4282034021,존재,강원도 고성군 수동면
강원도 고성군 수동면 신탄리,4282034026,존재,강원도 고성군 수동면
강원도 고성군 수동면 외면리,4282034022,존재,강원도 고성군 수동면
강원도 고성군 죽왕면,4282032000,존재,강원도 고성군
강원도 고성군 죽왕면 가진리,4282032023,존재,강원도 고성군 죽왕면
강원도 고성군 죽왕면 공현진리,4282032024,존재,강원도 고성군 죽왕면
강원도 고성군 죽왕면 구성리,4282032027,존재,강원도 고성군 죽왕면
강원도 고성군 죽왕면 마좌리,4282032028,존재,강원도 고성군 죽왕면
강원도 고성군 죽왕면 문암진리,4282032031,존재,강원도 고성군 죽왕면
강원도 고성군 죽왕면 삼포리,4282032029,존재,강원도 고성군 죽왕면
강원도 고성군 죽왕면 송암리,4282032032,존재,강원도 고성군 죽왕면
강원도 고성군 죽왕면 야촌리,4282032030,존재,강원도 고성군 죽왕면
강원도 고성군 죽왕면 오봉리,4282032025,존재,강원도 고성군 죽왕면
강원도 고성군 죽왕면 오호리,4282032021,존재,강원도 고성군 죽왕면
강원도 고성군 죽왕면 인정리,4282032026,존재,강원도 고성군 죽왕면
강원도 고성군 죽왕면 향목리,4282032022,존재,강원도 고성군 죽왕면
강원도 고성군 토성면,4282033000,존재,강원도 고성군
강원도 고성군 토성면 교암리,4282033024,존재,강원도 고성군 토성면
강원도 고성군 토성면 금화정리,4282033037,존재,강원도 고성군 토성면
강원도 고성군 토성면 도원리,4282033028,존재,강원도 고성군 토성면
강원도 고성군 토성면 백촌리,4282033025,존재,강원도 고성군 토성면
강원도 고성군 토성면 봉포리,4282033035,존재,강원도 고성군 토성면
강원도 고성군 토성면 사진리,4282033001,폐지,강원도 고성군 토성면
강원도 고성군 토성면 성대리,4282033036,존재,강원도 고성군 토성면
강원도 고성군 토성면 성천리,4282033032,존재,강원도 고성군 토성면
강원도 고성군 토성면 신평리,4282033030,존재,강원도 고성군 토성면
강원도 고성군 토성면 아야진리,4282033023,존재,강원도 고성군 토성면
강원도 고성군 토성면 용암리,4282033029,존재,강원도 고성군 토성면
강원도 고성군 토성면 용촌리,4282033034,존재,강원도 고성군 토성면
강원도 고성군 토성면 운봉리,4282033026,존재,강원도 고성군 토성면
강원도 고성군 토성면 원암리,4282033033,존재,강원도 고성군 토성면
강원도 고성군 토성면 인흥리,4282033031,존재,강원도 고성군 토성면
강원도 고성군 토성면 장천리,4282033002,폐지,강원도 고성군 토성면
강원도 고성군 토성면 천진리,4282033021,존재,강원도 고성군 토성면
강원도 고성군 토성면 청간리,4282033022,존재,강원도 고성군 토성면
강원도 고성군 토성면 학야리,4282033027,존재,강원도 고성군 토성면
강원도 고성군 현내면,4282031000,존재,강원도 고성군
강원도 고성군 현내면 검장리,4282031032,존재,강원도 고성군 현내면
강원도 고성군 현내면 대강리,4282031038,존재,강원도 고성군 현내면
강원도 고성군 현내면 대강리,4282031099,폐지,강원도 고성군 현내면
강원도 고성군 현내면 대진리,4282031021,존재,강원도 고성군 현내면
강원도 고성군 현내면 마달리,4282031027,존재,강원도 고성군 현내면
강원도 고성군 현내면 마차진리,4282031028,존재,강원도 고성군 현내면
강원도 고성군 현내면 명파리,4282031029,존재,강원도 고성군 현내면
강원도 고성군 현내면 명호리,4282031035,존재,강원도 고성군 현내면
강원도 고성군 현내면 배봉리,4282031030,존재,강원도 고성군 현내면
강원도 고성군 현내면 사천리,4282031033,존재,강원도 고성군 현내면
강원도 고성군 현내면 산학리,4282031025,존재,강원도 고성군 현내면
강원도 고성군 현내면 송내리,4282031001,폐지,강원도 고성군 현내면
강원도 고성군 현내면 송도진리,4282031036,존재,강원도 고성군 현내면
강원도 고성군 현내면 송현리,4282031034,존재,강원도 고성군 현내면
강원도 고성군 현내면 제진리,4282031031,폐지,강원도 고성군 현내면
강원도 고성군 현내면 제진리,4282031037,존재,강원도 고성군 현내면
강원도 고성군 현내면 죽정리,4282031024,존재,강원도 고성군 현내면
강원도 고성군 현내면 철통리,4282031022,존재,강원도 고성군 현내면
강원도 고성군 현내면 초도리,4282031023,존재,강원도 고성군 현내면
강원도 고성군 현내면 화곡리,4282031026,존재,강원도 고성군 현내면
강원도 동해시,4217000000,존재,강원도
강원도 동해시 괴란동,4217013200,존재,강원도 동해시
강원도 동해시 구미동,4217011300,존재,강원도 동해시
강원도 동해시 구호동,4217011500,존재,강원도 동해시
강원도 동해시 귀운동,4217011900,존재,강원도 동해시
강원도 동해시 나안동,4217010800,존재,강원도 동해시
강원도 동해시 내동,4217012200,존재,강원도 동해시
강원도 동해시 단봉동,4217011600,존재,강원도 동해시
강원도 동해시 달방동,4217013600,존재,강원도 동해시
강원도 동해시 대구동,4217012000,존재,강원도 동해시
강원도 동해시 대진동,4217012800,존재,강원도 동해시
강원도 동해시 동호동,4217090200,폐지,강원도 동해시
강원도 동해시 동회동,4217010700,존재,강원도 동해시
강원도 동해시 만우동,4217013300,존재,강원도 동해시
강원도 동해시 망상동,4217012900,존재,강원도 동해시
강원도 동해시 묵호동,4217090500,폐지,강원도 동해시
강원도 동해시 묵호진동,4217012300,존재,강원도 동해시
강원도 동해시 발한동,4217011100,존재,강원도 동해시
강원도 동해시 부곡동,4217011000,존재,강원도 동해시
강원도 동해시 북삼동,4217090100,폐지,강원도 동해시
강원도 동해시 북평동,4217011200,존재,강원도 동해시
강원도 동해시 비천동,4217013500,존재,강원도 동해시
강원도 동해시 사문동,4217090400,폐지,강원도 동해시
강원도 동해시 삼화동,4217012400,존재,강원도 동해시
강원도 동해시 삼흥동,4217090700,폐지,강원도 동해시
강원도 동해시 송정동,4217010300,존재,강원도 동해시
강원도 동해시 쇄운동,4217010900,존재,강원도 동해시
강원도 동해시 신흥동,4217013400,존재,강원도 동해시
강원도 동해시 심곡동,4217013000,존재,강원도 동해시
강원도 동해시 어달동,4217012700,존재,강원도 동해시
강원도 동해시 용정동,4217010400,존재,강원도 동해시
강원도 동해시 이기동,4217012500,존재,강원도 동해시
강원도 동해시 이도동,4217011800,존재,강원도 동해시
강원도 동해시 이로동,4217012600,존재,강원도 동해시
강원도 동해시 이원동,4217090600,폐지,강원도 동해시
강원도 동해시 지가동,4217011700,존재,강원도 동해시
강원도 동해시 지흥동,4217010500,존재,강원도 동해시
강원도 동해시 천곡동,4217010100,존재,강원도 동해시
강원도 동해시 초구동,4217013100,존재,강원도 동해시
강원도 동해시 추암동,4217011400,존재,강원도 동해시
강원도 동해시 평릉동,4217010200,존재,강원도 동해시
강원도 동해시 향로동,4217090300,폐지,강원도 동해시
강원도 동해시 호현동,4217012100,존재,강원도 동해시
강원도 동해시 효가동,4217010600,존재,강원도 동해시
강원도 명주군,4284000000,폐지,강원도
강원도 명주군 강동면,4284034000,폐지,강원도 명주군
강원도 명주군 강동면 모전리,4284034022,폐지,강원도 명주군 강동면
강원도 명주군 강동면 산성우리,4284034030,폐지,강원도 명주군 강동면
강원도 명주군 강동면 상시동리,4284034021,폐지,강원도 명주군 강동면
강원도 명주군 강동면 심곡리,4284034029,폐지,강원도 명주군 강동면
강원도 명주군 강동면 안인리,4284034023,폐지,강원도 명주군 강동면
강원도 명주군 강동면 안인진리,4284034024,폐지,강원도 명주군 강동면
강원도 명주군 강동면 언별리,4284034031,폐지,강원도 명주군 강동면
강원도 명주군 강동면 운산리,4284034027,폐지,강원도 명주군 강동면
강원도 명주군 강동면 임곡리,4284034025,폐지,강원도 명주군 강동면
강원도 명주군 강동면 정동진리,4284034028,폐지,강원도 명주군 강동면
강원도 명주군 강동면 하시동리,4284034026,폐지,강원도 명주군 강동면
강원도 명주군 구정면,4284033000,폐지,강원도 명주군
강원도 명주군 구정면 구정리,4284033023,폐지,강원도 명주군 구정면
강원도 명주군 구정면 금광리,4284033024,폐지,강원도 명주군 구정면
강원도 명주군 구정면 덕현리,4284033026,폐지,강원도 명주군 구정면
강원도 명주군 구정면 산북리,4284033002,폐지,강원도 명주군 구정면
강원도 명주군 구정면 어단리,4284033025,폐지,강원도 명주군 구정면
강원도 명주군 구정면 언별리,4284033001,폐지,강원도 명주군 구정면
강원도 명주군 구정면 여찬리,4284033021,폐지,강원도 명주군 구정면
강원도 명주군 구정면 제비리,4284033027,폐지,강원도 명주군 구정면
강원도 명주군 구정면 학산리,4284033022,폐지,강원도 명주군 구정면
강원도 명주군 묵호읍,4284001000,폐지,강원도 명주군
강원도 명주군 묵호읍 괴란리,4284001008,폐지,강원도 명주군 묵호읍
강원도 명주군 묵호읍 대진리,4284001004,폐지,강원도 명주군 묵호읍
강원도 명주군 묵호읍 만우리,4284001009,폐지,강원도 명주군 묵호읍
강원도 명주군 묵호읍 망상리,4284001005,폐지,강원도 명주군 묵호읍
강원도 명주군 묵호읍 묵호진리,4284001002,폐지,강원도 명주군 묵호읍
강원도 명주군 묵호읍 발한리,4284001001,폐지,강원도 명주군 묵호읍
강원도 명주군 묵호읍 부곡리,4284001010,폐지,강원도 명주군 묵호읍
강원도 명주군 묵호읍 심곡리,4284001006,폐지,강원도 명주군 묵호읍
강원도 명주군 묵호읍 어달리,4284001003,폐지,강원도 명주군 묵호읍
강원도 명주군 묵호읍 초구리,4284001007,폐지,강원도 명주군 묵호읍
강원도 명주군 사천면,4284036000,폐지,강원도 명주군
강원도 명주군 사천면 노동리,4284036022,폐지,강원도 명주군 사천면
강원도 명주군 사천면 덕실리,4284036026,폐지,강원도 명주군 사천면
강원도 명주군 사천면 미노리,4284036021,폐지,강원도 명주군 사천면
강원도 명주군 사천면 방동리,4284036027,폐지,강원도 명주군 사천면
강원도 명주군 사천면 사기막리,4284036029,폐지,강원도 명주군 사천면
강원도 명주군 사천면 사천진리,4284036025,폐지,강원도 명주군 사천면
강원도 명주군 사천면 산대월리,4284036028,폐지,강원도 명주군 사천면
강원도 명주군 사천면 석교리,4284036023,폐지,강원도 명주군 사천면
강원도 명주군 사천면 판교리,4284036024,폐지,강원도 명주군 사천면
강원도 명주군 성산면,4284031000,폐지,강원도 명주군
강원도 명주군 성산면 관음리,4284031022,폐지,강원도 명주군 성산면
강원도 명주군 성산면 구산리,4284031021,폐지,강원도 명주군 성산면
강원도 명주군 성산면 금산리,4284031023,폐지,강원도 명주군 성산면
강원도 명주군 성산면 보광리,4284031026,폐지,강원도 명주군 성산면
강원도 명주군 성산면 산북리,4284031029,폐지,강원도 명주군 성산면
강원도 명주군 성산면 송암리,4284031025,폐지,강원도 명주군 성산면
강원도 명주군 성산면 어흘리,4284031027,폐지,강원도 명주군 성산면
강원도 명주군 성산면 오봉리,4284031028,폐지,강원도 명주군 성산면
강원도 명주군 성산면 위촌리,4284031024,폐지,강원도 명주군 성산면
강원도 명주군 연곡면,4284037000,폐지,강원도 명주군
강원도 명주군 연곡면 동덕리,4284037023,폐지,강원도 명주군 연곡면
강원도 명주군 연곡면 방내리,4284037021,폐지,강원도 명주군 연곡면
강원도 명주군 연곡면 삼산리,4284037028,폐지,강원도 명주군 연곡면
강원도 명주군 연곡면 송림리,4284037024,폐지,강원도 명주군 연곡면
강원도 명주군 연곡면 신왕리,4284037026,폐지,강원도 명주군 연곡면
강원도 명주군 연곡면 영진리,4284037022,폐지,강원도 명주군 연곡면
강원도 명주군 연곡면 유등리,4284037027,폐지,강원도 명주군 연곡면
강원도 명주군 연곡면 퇴곡리,4284037029,폐지,강원도 명주군 연곡면
강원도 명주군 연곡면 행정리,4284037025,폐지,강원도 명주군 연곡면
강원도 명주군 옥계면,4284035000,폐지,강원도 명주군
강원도 명주군 옥계면 금진리,4284035029,폐지,강원도 명주군 옥계면
강원도 명주군 옥계면 낙풍리,4284035028,폐지,강원도 명주군 옥계면
강원도 명주군 옥계면 남양리,4284035026,폐지,강원도 명주군 옥계면
강원도 명주군 옥계면 도직리,4284035024,폐지,강원도 명주군 옥계면
강원도 명주군 옥계면 북동리,4284035027,폐지,강원도 명주군 옥계면
강원도 명주군 옥계면 산계리,4284035030,폐지,강원도 명주군 옥계면
강원도 명주군 옥계면 조산리,4284035025,폐지,강원도 명주군 옥계면
강원도 명주군 옥계면 주수리,4284035023,폐지,강원도 명주군 옥계면
강원도 명주군 옥계면 천남리,4284035022,폐지,강원도 명주군 옥계면
강원도 명주군 옥계면 현내리,4284035021,폐지,강원도 명주군 옥계면
강원도 명주군 왕산면,4284032000,폐지,강원도 명주군
강원도 명주군 왕산면 고단리,4284032024,폐지,강원도 명주군 왕산면
강원도 명주군 왕산면 구절리,4284032002,폐지,강원도 명주군 왕산면
강원도 명주군 왕산면 남곡리,4284032001,폐지,강원도 명주군 왕산면
강원도 명주군 왕산면 대기리,4284032026,폐지,강원도 명주군 왕산면
강원도 명주군 왕산면 도마리,4284032021,폐지,강원도 명주군 왕산면
강원도 명주군 왕산면 목계리,4284032022,폐지,강원도 명주군 왕산면
강원도 명주군 왕산면 송현리,4284032025,폐지,강원도 명주군 왕산면
강원도 명주군 왕산면 왕산리,4284032023,폐지,강원도 명주군 왕산면
강원도 명주군 주문진읍,4284011000,폐지,강원도 명주군
강원도 명주군 주문진읍 교항리,4284011022,폐지,강원도 명주군 주문진읍
강원도 명주군 주문진읍 삼교리,4284011024,폐지,강원도 명주군 주문진읍
강원도 명주군 주문진읍 장덕리,4284011023,폐지,강원도 명주군 주문진읍
강원도 명주군 주문진읍 주문리,4284011021,폐지,강원도 명주군 주문진읍
강원도 명주군 주문진읍 향호리,4284011025,폐지,강원도 명주군 주문진읍
강원도 삼척군,4285000000,폐지,강원도
강원도 삼척군 가곡면,4285035000,폐지,강원도 삼척군
강원도 삼척군 가곡면 동활리,4285035025,폐지,강원도 삼척군 가곡면
강원도 삼척군 가곡면 오목리,4285035021,폐지,강원도 삼척군 가곡면
