법정동명,법정동코드,폐지여부,상위명칭1
경상남도 창원군 창원읍 도계리,4805001007,폐지,경상남도 창원군 창원읍
경상남도 창원군 창원읍 동정리,4805001012,폐지,경상남도 창원군 창원읍
경상남도 창원군 창원읍 명곡리,4805001008,폐지,경상남도 창원군 창원읍
경상남도 창원군 창원읍 반계리,4805001005,폐지,경상남도 창원군 창원읍
경상남도 창원군 창원읍 북동리,4805001001,폐지,경상남도 창원군 창원읍
경상남도 창원군 창원읍 사대리,4805001009,폐지,경상남도 창원군 창원읍
경상남도 창원군 창원읍 서상리,4805001002,폐지,경상남도 창원군 창원읍
경상남도 창원군 창원읍 소계리,4805001004,폐지,경상남도 창원군 창원읍
경상남도 창원군 창원읍 소답리,4805001006,폐지,경상남도 창원군 창원읍
경상남도 창원군 창원읍 중동리,4805001003,폐지,경상남도 창원군 창원읍
경상남도 창원군 창원읍 차용리,4805001010,폐지,경상남도 창원군 창원읍
경상남도 창원군 천가면,4805007000,폐지,경상남도 창원군
경상남도 창원군 천가면 눌차리,4805007003,폐지,경상남도 창원군 천가면
경상남도 창원군 천가면 대항리,4805007005,폐지,경상남도 창원군 천가면
경상남도 창원군 천가면 동선리,4805007002,폐지,경상남도 창원군 천가면
경상남도 창원군 천가면 성북리,4805007001,폐지,경상남도 창원군 천가면
경상남도 창원군 천가면 천성리,4805007004,폐지,경상남도 창원군 천가면
경상남도 창원시,4811000000,폐지,경상남도
경상남도 창원시,4812000000,존재,경상남도
경상남도 창원시 가음동,4811015900,폐지,경상남도 창원시
경상남도 창원시 가음정동,4811011200,폐지,경상남도 창원시
경상남도 창원시 귀곡동,4811014500,폐지,경상남도 창원시
경상남도 창원시 귀산동,4811014400,폐지,경상남도 창원시
경상남도 창원시 귀현동,4811014600,폐지,경상남도 창원시
경상남도 창원시 남산동,4811011500,폐지,경상남도 창원시
경상남도 창원시 남양동,4811016400,폐지,경상남도 창원시
경상남도 창원시 남지동,4811012700,폐지,경상남도 창원시
경상남도 창원시 내동,4811012100,폐지,경상남도 창원시
경상남도 창원시 내리동,4811014300,폐지,경상남도 창원시
경상남도 창원시 대방동,4811011400,폐지,경상남도 창원시
경상남도 창원시 대산면,4811033000,폐지,경상남도 창원시
경상남도 창원시 대산면 가술리,4811033024,폐지,경상남도 창원시 대산면
경상남도 창원시 대산면 갈전리,4811033021,폐지,경상남도 창원시 대산면
경상남도 창원시 대산면 대방리,4811033029,폐지,경상남도 창원시 대산면
경상남도 창원시 대산면 모산리,4811033023,폐지,경상남도 창원시 대산면
경상남도 창원시 대산면 북부리,4811033027,폐지,경상남도 창원시 대산면
경상남도 창원시 대산면 우암리,4811033026,폐지,경상남도 창원시 대산면
경상남도 창원시 대산면 유등리,4811033028,폐지,경상남도 창원시 대산면
경상남도 창원시 대산면 일동리,4811033022,폐지,경상남도 창원시 대산면
경상남도 창원시 대산면 제동리,4811033025,폐지,경상남도 창원시 대산면
경상남도 창원시 대원동,4811014800,폐지,경상남도 창원시
경상남도 창원시 덕정동,4811012400,폐지,경상남도 창원시
경상남도 창원시 도계동,4811010500,폐지,경상남도 창원시
경상남도 창원시 동면,4811031000,폐지,경상남도 창원시
경상남도 창원시 동면 금산리,4811031038,폐지,경상남도 창원시 동면
경상남도 창원시 동면 남산리,4811031023,폐지,경상남도 창원시 동면
경상남도 창원시 동면 노연리,4811031042,폐지,경상남도 창원시 동면
경상남도 창원시 동면 다호리,4811031034,폐지,경상남도 창원시 동면
경상남도 창원시 동면 단계리,4811031029,폐지,경상남도 창원시 동면
경상남도 창원시 동면 덕산리,4811031025,폐지,경상남도 창원시 동면
경상남도 창원시 동면 덕천리,4811031024,폐지,경상남도 창원시 동면
경상남도 창원시 동면 무성리,4811031030,폐지,경상남도 창원시 동면
경상남도 창원시 동면 무점리,4811031031,폐지,경상남도 창원시 동면
경상남도 창원시 동면 본포리,4811031041,폐지,경상남도 창원시 동면
경상남도 창원시 동면 봉강리,4811031040,폐지,경상남도 창원시 동면
경상남도 창원시 동면 봉곡리,4811031039,폐지,경상남도 창원시 동면
경상남도 창원시 동면 봉산리,4811031026,폐지,경상남도 창원시 동면
경상남도 창원시 동면 산남리,4811031043,폐지,경상남도 창원시 동면
경상남도 창원시 동면 석산리,4811031037,폐지,경상남도 창원시 동면
경상남도 창원시 동면 송정리,4811031027,폐지,경상남도 창원시 동면
경상남도 창원시 동면 신방리,4811031033,폐지,경상남도 창원시 동면
경상남도 창원시 동면 용강리,4811031021,폐지,경상남도 창원시 동면
경상남도 창원시 동면 용잠리,4811031032,폐지,경상남도 창원시 동면
경상남도 창원시 동면 용전리,4811031022,폐지,경상남도 창원시 동면
경상남도 창원시 동면 용정리,4811031028,폐지,경상남도 창원시 동면
경상남도 창원시 동면 월잠리,4811031035,폐지,경상남도 창원시 동면
경상남도 창원시 동면 죽동리,4811031044,폐지,경상남도 창원시 동면
경상남도 창원시 동면 화양리,4811031036,폐지,경상남도 창원시 동면
경상남도 창원시 동읍,4811025000,폐지,경상남도 창원시
경상남도 창원시 동읍 금산리,4811025038,폐지,경상남도 창원시 동읍
경상남도 창원시 동읍 남산리,4811025023,폐지,경상남도 창원시 동읍
경상남도 창원시 동읍 노연리,4811025042,폐지,경상남도 창원시 동읍
경상남도 창원시 동읍 다호리,4811025034,폐지,경상남도 창원시 동읍
경상남도 창원시 동읍 단계리,4811025029,폐지,경상남도 창원시 동읍
경상남도 창원시 동읍 덕산리,4811025025,폐지,경상남도 창원시 동읍
경상남도 창원시 동읍 덕천리,4811025024,폐지,경상남도 창원시 동읍
경상남도 창원시 동읍 무성리,4811025030,폐지,경상남도 창원시 동읍
경상남도 창원시 동읍 무점리,4811025031,폐지,경상남도 창원시 동읍
경상남도 창원시 동읍 본포리,4811025041,폐지,경상남도 창원시 동읍
경상남도 창원시 동읍 봉강리,4811025040,폐지,경상남도 창원시 동읍
경상남도 창원시 동읍 봉곡리,4811025039,폐지,경상남도 창원시 동읍
경상남도 창원시 동읍 봉산리,4811025026,폐지,경상남도 창원시 동읍
경상남도 창원시 동읍 산남리,4811025043,폐지,경상남도 창원시 동읍
경상남도 창원시 동읍 석산리,4811025037,폐지,경상남도 창원시 동읍
경상남도 창원시 동읍 송정리,4811025027,폐지,경상남도 창원시 동읍
경상남도 창원시 동읍 신방리,4811025033,폐지,경상남도 창원시 동읍
경상남도 창원시 동읍 용강리,4811025021,폐지,경상남도 창원시 동읍
경상남도 창원시 동읍 용잠리,4811025032,폐지,경상남도 창원시 동읍
경상남도 창원시 동읍 용전리,4811025022,폐지,경상남도 창원시 동읍
경상남도 창원시 동읍 용정리,4811025028,폐지,경상남도 창원시 동읍
경상남도 창원시 동읍 월잠리,4811025035,폐지,경상남도 창원시 동읍
경상남도 창원시 동읍 죽동리,4811025044,폐지,경상남도 창원시 동읍
경상남도 창원시 동읍 화양리,4811025036,폐지,경상남도 창원시 동읍
경상남도 창원시 동정동,4811010600,폐지,경상남도 창원시
경상남도 창원시 두대동,4811012300,폐지,경상남도 창원시
경상남도 창원시 마산합포구,4812500000,존재,경상남도 창원시
경상남도 창원시 마산합포구 가포동,4812510100,존재,경상남도 창원시 마산합포구
경상남도 창원시 마산합포구 교방동,4812510200,존재,경상남도 창원시 마산합포구
경상남도 창원시 마산합포구 교원동,4812510300,존재,경상남도 창원시 마산합포구
경상남도 창원시 마산합포구 구산면,4812531000,존재,경상남도 창원시 마산합포구
경상남도 창원시 마산합포구 구산면 구복리,4812531028,존재,경상남도 창원시 마산합포구 구산면
경상남도 창원시 마산합포구 구산면 난포리,4812531030,존재,경상남도 창원시 마산합포구 구산면
경상남도 창원시 마산합포구 구산면 내포리,4812531025,존재,경상남도 창원시 마산합포구 구산면
경상남도 창원시 마산합포구 구산면 마전리,4812531022,존재,경상남도 창원시 마산합포구 구산면
경상남도 창원시 마산합포구 구산면 반동리,4812531027,존재,경상남도 창원시 마산합포구 구산면
경상남도 창원시 마산합포구 구산면 석곡리,4812531023,존재,경상남도 창원시 마산합포구 구산면
경상남도 창원시 마산합포구 구산면 수정리,4812531024,존재,경상남도 창원시 마산합포구 구산면
경상남도 창원시 마산합포구 구산면 심리,4812531029,존재,경상남도 창원시 마산합포구 구산면
경상남도 창원시 마산합포구 구산면 옥계리,4812531026,존재,경상남도 창원시 마산합포구 구산면
경상남도 창원시 마산합포구 구산면 유산리,4812531021,존재,경상남도 창원시 마산합포구 구산면
경상남도 창원시 마산합포구 남성동,4812510400,존재,경상남도 창원시 마산합포구
경상남도 창원시 마산합포구 대내동,4812510500,존재,경상남도 창원시 마산합포구
경상남도 창원시 마산합포구 대성동1가,4812510600,존재,경상남도 창원시 마산합포구
경상남도 창원시 마산합포구 대성동2가,4812510700,존재,경상남도 창원시 마산합포구
경상남도 창원시 마산합포구 대외동,4812510800,존재,경상남도 창원시 마산합포구
경상남도 창원시 마산합포구 대창동,4812510900,존재,경상남도 창원시 마산합포구
경상남도 창원시 마산합포구 덕동동,4812511000,존재,경상남도 창원시 마산합포구
경상남도 창원시 마산합포구 동성동,4812511100,존재,경상남도 창원시 마산합포구
경상남도 창원시 마산합포구 두월동1가,4812511200,존재,경상남도 창원시 마산합포구
경상남도 창원시 마산합포구 두월동2가,4812511300,존재,경상남도 창원시 마산합포구
경상남도 창원시 마산합포구 두월동3가,4812511400,존재,경상남도 창원시 마산합포구
경상남도 창원시 마산합포구 문화동,4812511500,존재,경상남도 창원시 마산합포구
경상남도 창원시 마산합포구 반월동,4812511600,존재,경상남도 창원시 마산합포구
경상남도 창원시 마산합포구 부림동,4812511700,존재,경상남도 창원시 마산합포구
경상남도 창원시 마산합포구 산호동,4812511800,존재,경상남도 창원시 마산합포구
경상남도 창원시 마산합포구 상남동,4812511900,존재,경상남도 창원시 마산합포구
경상남도 창원시 마산합포구 서성동,4812512000,존재,경상남도 창원시 마산합포구
경상남도 창원시 마산합포구 성호동,4812512100,존재,경상남도 창원시 마산합포구
경상남도 창원시 마산합포구 수성동,4812512200,존재,경상남도 창원시 마산합포구
경상남도 창원시 마산합포구 신월동,4812512300,존재,경상남도 창원시 마산합포구
경상남도 창원시 마산합포구 신창동,4812512400,존재,경상남도 창원시 마산합포구
경상남도 창원시 마산합포구 신포동1가,4812512500,존재,경상남도 창원시 마산합포구
경상남도 창원시 마산합포구 신포동2가,4812512600,존재,경상남도 창원시 마산합포구
경상남도 창원시 마산합포구 신흥동,4812512700,존재,경상남도 창원시 마산합포구
경상남도 창원시 마산합포구 예곡동,4812513600,존재,경상남도 창원시 마산합포구
경상남도 창원시 마산합포구 오동동,4812513700,존재,경상남도 창원시 마산합포구
경상남도 창원시 마산합포구 완월동,4812512800,존재,경상남도 창원시 마산합포구
경상남도 창원시 마산합포구 우산동,4812513800,존재,경상남도 창원시 마산합포구
경상남도 창원시 마산합포구 월남동1가,4812512900,존재,경상남도 창원시 마산합포구
경상남도 창원시 마산합포구 월남동2가,4812513000,존재,경상남도 창원시 마산합포구
경상남도 창원시 마산합포구 월남동3가,4812513100,존재,경상남도 창원시 마산합포구
경상남도 창원시 마산합포구 월남동4가,4812513200,존재,경상남도 창원시 마산합포구
경상남도 창원시 마산합포구 월남동5가,4812513300,존재,경상남도 창원시 마산합포구
경상남도 창원시 마산합포구 월영동,4812513400,존재,경상남도 창원시 마산합포구
경상남도 창원시 마산합포구 월포동,4812513500,존재,경상남도 창원시 마산합포구
경상남도 창원시 마산합포구 유록동,4812513900,존재,경상남도 창원시 마산합포구
경상남도 창원시 마산합포구 자산동,4812514000,존재,경상남도 창원시 마산합포구
경상남도 창원시 마산합포구 장군동1가,4812514100,존재,경상남도 창원시 마산합포구
경상남도 창원시 마산합포구 장군동2가,4812514200,존재,경상남도 창원시 마산합포구
경상남도 창원시 마산합포구 장군동3가,4812514300,존재,경상남도 창원시 마산합포구
경상남도 창원시 마산합포구 장군동4가,4812514400,존재,경상남도 창원시 마산합포구
경상남도 창원시 마산합포구 장군동5가,4812514500,존재,경상남도 창원시 마산합포구
경상남도 창원시 마산합포구 중성동,4812514600,존재,경상남도 창원시 마산합포구
경상남도 창원시 마산합포구 중앙동1가,4812514700,존재,경상남도 창원시 마산합포구
경상남도 창원시 마산합포구 중앙동2가,4812514800,존재,경상남도 창원시 마산합포구
경상남도 창원시 마산합포구 중앙동3가,4812514900,존재,경상남도 창원시 마산합포구
경상남도 창원시 마산합포구 진동면,4812532000,존재,경상남도 창원시 마산합포구
경상남도 창원시 마산합포구 진동면 고현리,4812532021,존재,경상남도 창원시 마산합포구 진동면
경상남도 창원시 마산합포구 진동면 교동리,4812532027,존재,경상남도 창원시 마산합포구 진동면
경상남도 창원시 마산합포구 진동면 다구리,4812532026,존재,경상남도 창원시 마산합포구 진동면
경상남도 창원시 마산합포구 진동면 동전리,4812532030,존재,경상남도 창원시 마산합포구 진동면
경상남도 창원시 마산합포구 진동면 사동리,4812532023,존재,경상남도 창원시 마산합포구 진동면
경상남도 창원시 마산합포구 진동면 신기리,4812532022,존재,경상남도 창원시 마산합포구 진동면
경상남도 창원시 마산합포구 진동면 요장리,4812532025,존재,경상남도 창원시 마산합포구 진동면
경상남도 창원시 마산합포구 진동면 인곡리,4812532028,존재,경상남도 창원시 마산합포구 진동면
경상남도 창원시 마산합포구 진동면 진동리,4812532024,존재,경상남도 창원시 마산합포구 진동면
경상남도 창원시 마산합포구 진동면 태봉리,4812532029,존재,경상남도 창원시 마산합포구 진동면
경상남도 창원시 마산합포구 진북면,4812533000,존재,경상남도 창원시 마산합포구
경상남도 창원시 마산합포구 진북면 금산리,4812533026,존재,경상남도 창원시 마산합포구 진북면
경상남도 창원시 마산합포구 진북면 대티리,4812533034,존재,경상남도 창원시 마산합포구 진북면
경상남도 창원시 마산합포구 진북면 대평리,4812533024,존재,경상남도 창원시 마산합포구 진북면
경상남도 창원시 마산합포구 진북면 덕곡리,4812533029,존재,경상남도 창원시 마산합포구 진북면
경상남도 창원시 마산합포구 진북면 망곡리,4812533031,존재,경상남도 창원시 마산합포구 진북면
경상남도 창원시 마산합포구 진북면 부산리,4812533028,존재,경상남도 창원시 마산합포구 진북면
경상남도 창원시 마산합포구 진북면 부평리,4812533032,존재,경상남도 창원시 마산합포구 진북면
경상남도 창원시 마산합포구 진북면 신촌리,4812533030,존재,경상남도 창원시 마산합포구 진북면
경상남도 창원시 마산합포구 진북면 영학리,4812533027,존재,경상남도 창원시 마산합포구 진북면
경상남도 창원시 마산합포구 진북면 예곡리,4812533022,존재,경상남도 창원시 마산합포구 진북면
경상남도 창원시 마산합포구 진북면 이목리,4812533025,존재,경상남도 창원시 마산합포구 진북면
경상남도 창원시 마산합포구 진북면 인곡리,4812533023,존재,경상남도 창원시 마산합포구 진북면
경상남도 창원시 마산합포구 진북면 정현리,4812533035,존재,경상남도 창원시 마산합포구 진북면
경상남도 창원시 마산합포구 진북면 지산리,4812533021,존재,경상남도 창원시 마산합포구 진북면
경상남도 창원시 마산합포구 진북면 추곡리,4812533033,존재,경상남도 창원시 마산합포구 진북면
경상남도 창원시 마산합포구 진전면,4812534000,존재,경상남도 창원시 마산합포구
경상남도 창원시 마산합포구 진전면 고사리,4812534036,존재,경상남도 창원시 마산합포구 진전면
경상남도 창원시 마산합포구 진전면 곡안리,4812534025,존재,경상남도 창원시 마산합포구 진전면
경상남도 창원시 마산합포구 진전면 근곡리,4812534022,존재,경상남도 창원시 마산합포구 진전면
경상남도 창원시 마산합포구 진전면 금암리,4812534035,존재,경상남도 창원시 마산합포구 진전면
경상남도 창원시 마산합포구 진전면 동산리,4812534026,존재,경상남도 창원시 마산합포구 진전면
경상남도 창원시 마산합포구 진전면 봉곡리,4812534024,존재,경상남도 창원시 마산합포구 진전면
경상남도 창원시 마산합포구 진전면 봉암리,4812534028,존재,경상남도 창원시 마산합포구 진전면
경상남도 창원시 마산합포구 진전면 시락리,4812534033,존재,경상남도 창원시 마산합포구 진전면
경상남도 창원시 마산합포구 진전면 양촌리,4812534027,존재,경상남도 창원시 마산합포구 진전면
경상남도 창원시 마산합포구 진전면 여양리,4812534037,존재,경상남도 창원시 마산합포구 진전면
경상남도 창원시 마산합포구 진전면 오서리,4812534030,존재,경상남도 창원시 마산합포구 진전면
경상남도 창원시 마산합포구 진전면 율티리,4812534021,존재,경상남도 창원시 마산합포구 진전면
경상남도 창원시 마산합포구 진전면 이명리,4812534031,존재,경상남도 창원시 마산합포구 진전면
경상남도 창원시 마산합포구 진전면 일암리,4812534029,존재,경상남도 창원시 마산합포구 진전면
경상남도 창원시 마산합포구 진전면 임곡리,4812534023,존재,경상남도 창원시 마산합포구 진전면
경상남도 창원시 마산합포구 진전면 창포리,4812534032,존재,경상남도 창원시 마산합포구 진전면
경상남도 창원시 마산합포구 진전면 평암리,4812534034,존재,경상남도 창원시 마산합포구 진전면
경상남도 창원시 마산합포구 창동,4812515000,존재,경상남도 창원시 마산합포구
경상남도 창원시 마산합포구 창포동1가,4812515100,존재,경상남도 창원시 마산합포구
경상남도 창원시 마산합포구 창포동2가,4812515200,존재,경상남도 창원시 마산합포구
경상남도 창원시 마산합포구 창포동3가,4812515300,존재,경상남도 창원시 마산합포구
경상남도 창원시 마산합포구 청계동,4812515400,존재,경상남도 창원시 마산합포구
경상남도 창원시 마산합포구 추산동,4812515500,존재,경상남도 창원시 마산합포구
경상남도 창원시 마산합포구 평화동,4812515600,존재,경상남도 창원시 마산합포구
경상남도 창원시 마산합포구 해운동,4812515800,존재,경상남도 창원시 마산합포구
경상남도 창원시 마산합포구 현동,4812515900,존재,경상남도 창원시 마산합포구
경상남도 창원시 마산합포구 홍문동,4812516000,존재,경상남도 창원시 마산합포구
경상남도 창원시 마산합포구 화영동,4812515700,존재,경상남도 창원시 마산합포구
경상남도 창원시 마산회원구,4812700000,존재,경상남도 창원시
경상남도 창원시 마산회원구 구암동,4812710100,존재,경상남도 창원시 마산회원구
경상남도 창원시 마산회원구 내서읍,4812725000,존재,경상남도 창원시 마산회원구
경상남도 창원시 마산회원구 내서읍 감천리,4812725030,존재,경상남도 창원시 마산회원구 내서읍
경상남도 창원시 마산회원구 내서읍 삼계리,4812725028,존재,경상남도 창원시 마산회원구 내서읍
경상남도 창원시 마산회원구 내서읍 상곡리,4812725026,존재,경상남도 창원시 마산회원구 내서읍
경상남도 창원시 마산회원구 내서읍 신감리,4812725029,존재,경상남도 창원시 마산회원구 내서읍
경상남도 창원시 마산회원구 내서읍 안성리,4812725021,존재,경상남도 창원시 마산회원구 내서읍
경상남도 창원시 마산회원구 내서읍 용담리,4812725024,존재,경상남도 창원시 마산회원구 내서읍
경상남도 창원시 마산회원구 내서읍 원계리,4812725027,존재,경상남도 창원시 마산회원구 내서읍
경상남도 창원시 마산회원구 내서읍 중리,4812725025,존재,경상남도 창원시 마산회원구 내서읍
경상남도 창원시 마산회원구 내서읍 평성리,4812725022,존재,경상남도 창원시 마산회원구 내서읍
경상남도 창원시 마산회원구 내서읍 호계리,4812725023,존재,경상남도 창원시 마산회원구 내서읍
경상남도 창원시 마산회원구 두척동,4812710200,존재,경상남도 창원시 마산회원구
경상남도 창원시 마산회원구 봉암동,4812710300,존재,경상남도 창원시 마산회원구
경상남도 창원시 마산회원구 석전동,4812710400,존재,경상남도 창원시 마산회원구
경상남도 창원시 마산회원구 양덕동,4812710500,존재,경상남도 창원시 마산회원구
경상남도 창원시 마산회원구 합성동,4812710600,존재,경상남도 창원시 마산회원구
경상남도 창원시 마산회원구 회성동,4812710700,존재,경상남도 창원시 마산회원구
경상남도 창원시 마산회원구 회원동,4812710800,존재,경상남도 창원시 마산회원구
경상남도 창원시 명곡동,4811013900,폐지,경상남도 창원시
경상남도 창원시 명서동,4811014900,폐지,경상남도 창원시
경상남도 창원시 목동,4811012500,폐지,경상남도 창원시
경상남도 창원시 반계동,4811014000,폐지,경상남도 창원시
경상남도 창원시 반림동,4811015200,폐지,경상남도 창원시
경상남도 창원시 반송동,4811013600,폐지,경상남도 창원시
경상남도 창원시 반지동,4811015000,폐지,경상남도 창원시
경상남도 창원시 봉곡동,4811016000,폐지,경상남도 창원시
경상남도 창원시 봉림동,4811013700,폐지,경상남도 창원시
경상남도 창원시 북동,4811010100,폐지,경상남도 창원시
경상남도 창원시 북면,4811032000,폐지,경상남도 창원시
경상남도 창원시 북면 감계리,4811032028,폐지,경상남도 창원시 북면
경상남도 창원시 북면 고암리,4811032022,폐지,경상남도 창원시 북면
경상남도 창원시 북면 내곡리,4811032032,폐지,경상남도 창원시 북면
경상남도 창원시 북면 대산리,4811032023,폐지,경상남도 창원시 북면
경상남도 창원시 북면 동전리,4811032029,폐지,경상남도 창원시 북면
경상남도 창원시 북면 마산리,4811032037,폐지,경상남도 창원시 북면
경상남도 창원시 북면 무곡리,4811032031,폐지,경상남도 창원시 북면
경상남도 창원시 북면 무동리,4811032030,폐지,경상남도 창원시 북면
경상남도 창원시 북면 상천리,4811032033,폐지,경상남도 창원시 북면
경상남도 창원시 북면 신촌리,4811032036,폐지,경상남도 창원시 북면
경상남도 창원시 북면 외감리,4811032027,폐지,경상남도 창원시 북면
경상남도 창원시 북면 외산리,4811032035,폐지,경상남도 창원시 북면
경상남도 창원시 북면 월계리,4811032038,폐지,경상남도 창원시 북면
경상남도 창원시 북면 월백리,4811032025,폐지,경상남도 창원시 북면
경상남도 창원시 북면 월촌리,4811032024,폐지,경상남도 창원시 북면
경상남도 창원시 북면 지개리,4811032021,폐지,경상남도 창원시 북면
경상남도 창원시 북면 하천리,4811032034,폐지,경상남도 창원시 북면
경상남도 창원시 북면 화천리,4811032026,폐지,경상남도 창원시 북면
경상남도 창원시 불모산동,4811011800,폐지,경상남도 창원시
경상남도 창원시 사림동,4811015600,폐지,경상남도 창원시
경상남도 창원시 사파동,4811015700,폐지,경상남도 창원시
경상남도 창원시 사파정동,4811011100,폐지,경상남도 창원시
경상남도 창원시 사화동,4811014100,폐지,경상남도 창원시
경상남도 창원시 삼귀동,4811090300,폐지,경상남도 창원시
경상남도 창원시 삼동동,4811012200,폐지,경상남도 창원시
경상남도 창원시 삼정자동,4811011600,폐지,경상남도 창원시
경상남도 창원시 상남동,4811015300,폐지,경상남도 창원시
경상남도 창원시 상복동,4811012800,폐지,경상남도 창원시
경상남도 창원시 상북동,4811090200,폐지,경상남도 창원시
경상남도 창원시 서곡동,4811013500,폐지,경상남도 창원시
경상남도 창원시 서상동,4811010300,폐지,경상남도 창원시
경상남도 창원시 성산구,4812300000,존재,경상남도 창원시
경상남도 창원시 성산구 가음동,4812313100,존재,경상남도 창원시 성산구
경상남도 창원시 성산구 가음정동,4812310300,존재,경상남도 창원시 성산구
경상남도 창원시 성산구 귀곡동,4812312100,존재,경상남도 창원시 성산구
경상남도 창원시 성산구 귀산동,4812312000,존재,경상남도 창원시 성산구
경상남도 창원시 성산구 귀현동,4812312200,존재,경상남도 창원시 성산구
경상남도 창원시 성산구 남산동,4812310600,존재,경상남도 창원시 성산구
경상남도 창원시 성산구 남양동,4812313300,존재,경상남도 창원시 성산구
경상남도 창원시 성산구 남지동,4812311200,존재,경상남도 창원시 성산구
경상남도 창원시 성산구 내동,4812311100,존재,경상남도 창원시 성산구
경상남도 창원시 성산구 대방동,4812310500,존재,경상남도 창원시 성산구
경상남도 창원시 성산구 반림동,4812312600,존재,경상남도 창원시 성산구
경상남도 창원시 성산구 반송동,4812311900,존재,경상남도 창원시 성산구
경상남도 창원시 성산구 반지동,4812312400,존재,경상남도 창원시 성산구
경상남도 창원시 성산구 불모산동,4812310900,존재,경상남도 창원시 성산구
경상남도 창원시 성산구 사파동,4812313000,존재,경상남도 창원시 성산구
경상남도 창원시 성산구 사파정동,4812310200,존재,경상남도 창원시 성산구
경상남도 창원시 성산구 삼정자동,4812310700,존재,경상남도 창원시 성산구
경상남도 창원시 성산구 상남동,4812312700,존재,경상남도 창원시 성산구
경상남도 창원시 성산구 상복동,4812311300,존재,경상남도 창원시 성산구
경상남도 창원시 성산구 성산동,4812313200,존재,경상남도 창원시 성산구
경상남도 창원시 성산구 성주동,4812312800,존재,경상남도 창원시 성산구
경상남도 창원시 성산구 신촌동,4812312300,존재,경상남도 창원시 성산구
경상남도 창원시 성산구 안민동,4812311000,존재,경상남도 창원시 성산구
경상남도 창원시 성산구 양곡동,4812311800,존재,경상남도 창원시 성산구
경상남도 창원시 성산구 완암동,4812311400,존재,경상남도 창원시 성산구
경상남도 창원시 성산구 외동,4812310400,존재,경상남도 창원시 성산구
경상남도 창원시 성산구 웅남동,4812312900,존재,경상남도 창원시 성산구
경상남도 창원시 성산구 월림동,4812311600,존재,경상남도 창원시 성산구
경상남도 창원시 성산구 적현동,4812311700,존재,경상남도 창원시 성산구
경상남도 창원시 성산구 중앙동,4812312500,존재,경상남도 창원시 성산구
경상남도 창원시 성산구 창곡동,4812311500,존재,경상남도 창원시 성산구
경상남도 창원시 성산구 천선동,4812310800,존재,경상남도 창원시 성산구
경상남도 창원시 성산구 토월동,4812310100,존재,경상남도 창원시 성산구
경상남도 창원시 성산동,4811016300,폐지,경상남도 창원시
경상남도 창원시 성주동,4811015400,폐지,경상남도 창원시
경상남도 창원시 소계동,4811010700,폐지,경상남도 창원시
경상남도 창원시 소답동,4811010400,폐지,경상남도 창원시
경상남도 창원시 신월동,4811015800,폐지,경상남도 창원시
경상남도 창원시 신촌동,4811014700,폐지,경상남도 창원시
경상남도 창원시 안민동,4811011900,폐지,경상남도 창원시
경상남도 창원시 양곡동,4811013300,폐지,경상남도 창원시
경상남도 창원시 연덕동,4811012000,폐지,경상남도 창원시
경상남도 창원시 완암동,4811012900,폐지,경상남도 창원시
경상남도 창원시 외동,4811011300,폐지,경상남도 창원시
경상남도 창원시 용동,4811010800,폐지,경상남도 창원시
경상남도 창원시 용지동,4811010900,폐지,경상남도 창원시
경상남도 창원시 용호동,4811016100,폐지,경상남도 창원시
경상남도 창원시 웅남동,4811015500,폐지,경상남도 창원시
경상남도 창원시 월림동,4811013100,폐지,경상남도 창원시
경상남도 창원시 의안동,4811090100,폐지,경상남도 창원시
경상남도 창원시 의창구,4812100000,존재,경상남도 창원시
경상남도 창원시 의창구 내리동,4812112200,존재,경상남도 창원시 의창구
경상남도 창원시 의창구 대산면,4812132000,존재,경상남도 창원시 의창구
경상남도 창원시 의창구 대산면 가술리,4812132024,존재,경상남도 창원시 의창구 대산면
경상남도 창원시 의창구 대산면 갈전리,4812132021,존재,경상남도 창원시 의창구 대산면
경상남도 창원시 의창구 대산면 대방리,4812132029,존재,경상남도 창원시 의창구 대산면
경상남도 창원시 의창구 대산면 모산리,4812132023,존재,경상남도 창원시 의창구 대산면
경상남도 창원시 의창구 대산면 북부리,4812132027,존재,경상남도 창원시 의창구 대산면
경상남도 창원시 의창구 대산면 우암리,4812132026,존재,경상남도 창원시 의창구 대산면
경상남도 창원시 의창구 대산면 유등리,4812132028,존재,경상남도 창원시 의창구 대산면
경상남도 창원시 의창구 대산면 일동리,4812132022,존재,경상남도 창원시 의창구 대산면
경상남도 창원시 의창구 대산면 제동리,4812132025,존재,경상남도 창원시 의창구 대산면
경상남도 창원시 의창구 대원동,4812112300,존재,경상남도 창원시 의창구
경상남도 창원시 의창구 덕정동,4812111200,존재,경상남도 창원시 의창구
경상남도 창원시 의창구 도계동,4812110500,존재,경상남도 창원시 의창구
경상남도 창원시 의창구 동읍,4812125000,존재,경상남도 창원시 의창구
경상남도 창원시 의창구 동읍 금산리,4812125038,존재,경상남도 창원시 의창구 동읍
경상남도 창원시 의창구 동읍 남산리,4812125023,존재,경상남도 창원시 의창구 동읍
경상남도 창원시 의창구 동읍 노연리,4812125042,존재,경상남도 창원시 의창구 동읍
경상남도 창원시 의창구 동읍 다호리,4812125034,존재,경상남도 창원시 의창구 동읍
