거래금액,건축년도,년,도로명,도로명건물본번호코드,도로명건물부번호코드,도로명시군구코드,도로명일련번호코드,도로명지상지하코드,도로명코드,법정동,법정동본번코드,법정동부번코드,법정동시군구코드,법정동읍면동코드,법정동지번코드,아파트,월,일,일련번호,전용면적,지번,지역코드,층,date
"78,000",2004,2020,언주로86길,00025,00000,11680,01,0,4166619,역삼동,0707,0015,11680,10100,1,우정에쉐르3,12,1,11680-595,63.67,707-15,11680,4,20201213051618
"250,000",2005,2020,선릉로69길,00020,00000,11680,01,0,4166489,역삼동,0755,0004,11680,10100,1,e-편한세상,12,2,11680-3622,84.991,755-4,11680,11,20201213051618
"179,500",1994,2020,선릉로18길,00012,00000,11680,01,0,4166481,개포동,0172,0003,11680,10300,1,현대,12,2,11680-291,133.68,172-3,11680,4,20201213051618
"146,000",1987,2020,언주로,00003,00000,11680,02,0,3005086,개포동,0658,0001,11680,10300,1,개포6차우성아파트1동~8동,12,4,11680-284,54.98,658-1,11680,1,20201213051618
"137,080",1997,2020,학동로,00408,00000,11680,02,0,3122011,삼성동,0003,0001,11680,10500,1,삼성월드타워,12,4,11680-598,83.849,3-1,11680,14,20201213051618
"215,000",2008,2020,학동로68길,00029,00000,11680,01,0,4166816,삼성동,0016,0002,11680,10500,1,삼성동힐스테이트 1단지,12,4,11680-3834,84.236,16-2,11680,1,20201213051618
"420,000",2004,2020,영동대로,00640,00000,11680,03,0,2122002,삼성동,0087,0000,11680,10500,1,아이파크,12,7,11680-472,167.72,87,11680,46,20201213051618
"245,000",1985,2020,삼성로,00150,00000,11680,04,0,3122005,대치동,0511,0000,11680,10600,1,한보미도맨션2,12,7,11680-481,84.96,511,11680,13,20201213051618
"370,000",2004,2020,압구정로42길,00078,00000,11680,01,0,4166523,신사동,0632,0000,11680,10700,1,중앙하이츠파크,12,1,11680-549,184.02,632,11680,20,20201213051618
"36,000",2004,2020,학동로,00165,00000,11680,03,0,3122011,논현동,0058,0002,11680,10800,1,마일스디오빌,12,2,11680-551,36.29,58-2,11680,8,20201213051618
"210,000",1977,2020,압구정로,00321,00000,11680,03,0,3122007,압구정동,0490,0000,11680,11000,1,한양1차(영동한양),12,1,11680-378,63.87,490,11680,4,20201213051618
"398,000",1979,2020,압구정로,00201,00000,11680,03,0,3122007,압구정동,0456,0000,11680,11000,1,"현대7차(73~77,82,85동)",12,3,11680-421,144.2,456,11680,14,20201213051618
"324,000",1978,2020,압구정로,00201,00000,11680,03,0,3122007,압구정동,0456,0000,11680,11000,1,"현대6차(78~81,83,84,86,87동)",12,7,11680-420,144.7,456,11680,13,20201213051618
"85,500",2014,2020,자곡로,00175,00000,11680,02,0,3122014,자곡동,0602,0000,11680,11200,1,엘에이치강남아이파크,12,1,11680-4332,74.97,602,11680,7,20201213051618
"85,550",2014,2020,자곡로,00175,00000,11680,02,0,3122014,자곡동,0602,0000,11680,11200,1,엘에이치강남아이파크,12,1,11680-4332,74.97,602,11680,7,20201213051618
"86,800",2014,2020,자곡로,00175,00000,11680,02,0,3122014,자곡동,0602,0000,11680,11200,1,엘에이치강남아이파크,12,1,11680-4332,74.97,602,11680,11,20201213051618
"84,800",2014,2020,자곡로,00175,00000,11680,02,0,3122014,자곡동,0602,0000,11680,11200,1,엘에이치강남아이파크,12,2,11680-4332,74.97,602,11680,5,20201213051618
"86,250",2014,2020,자곡로,00175,00000,11680,02,0,3122014,자곡동,0602,0000,11680,11200,1,엘에이치강남아이파크,12,7,11680-4332,74.89,602,11680,13,20201213051618
"98,750",2014,2020,자곡로,00175,00000,11680,02,0,3122014,자곡동,0602,0000,11680,11200,1,엘에이치강남아이파크,12,7,11680-4332,84.92,602,11680,11,20201213051618
"73,350",2014,2020,자곡로,00175,00000,11680,02,0,3122014,자곡동,0602,0000,11680,11200,1,엘에이치강남아이파크,12,7,11680-4332,59.96,602,11680,4,20201213051618
"84,950",2014,2020,자곡로,00175,00000,11680,02,0,3122014,자곡동,0602,0000,11680,11200,1,엘에이치강남아이파크,12,9,11680-4332,74.97,602,11680,4,20201213051618
"76,200",2014,2020,자곡로,00175,00000,11680,02,0,3122014,자곡동,0602,0000,11680,11200,1,엘에이치강남아이파크,12,9,11680-4332,59.96,602,11680,11,20201213051618
"86,700",2014,2020,자곡로,00175,00000,11680,02,0,3122014,자곡동,0602,0000,11680,11200,1,엘에이치강남아이파크,12,9,11680-4332,74.89,602,11680,13,20201213051618
"84,050",2014,2020,자곡로,00175,00000,11680,02,0,3122014,자곡동,0602,0000,11680,11200,1,엘에이치강남아이파크,12,11,11680-4332,74.97,602,11680,2,20201213051618
"88,150",2014,2020,자곡로,00175,00000,11680,02,0,3122014,자곡동,0602,0000,11680,11200,1,엘에이치강남아이파크,12,11,11680-4332,74.97,602,11680,12,20201213051618
"76,700",2014,2020,자곡로,00175,00000,11680,02,0,3122014,자곡동,0602,0000,11680,11200,1,엘에이치강남아이파크,12,11,11680-4332,59.96,602,11680,14,20201213051618
"86,700",2014,2020,자곡로,00175,00000,11680,02,0,3122014,자곡동,0602,0000,11680,11200,1,엘에이치강남아이파크,12,11,11680-4332,74.89,602,11680,12,20201213051618
"175,000",2006,2020,선릉로,00221,00000,11680,08,0,3122006,도곡동,0527,0000,11680,11800,1,도곡렉슬,12,1,11680-3623,59.9772,527,11680,21,20201213051618
"281,000",2002,2020,언주로30길,00056,00000,11680,01,0,4166604,도곡동,0467,0000,11680,11800,1,타워팰리스1,12,3,11680-364,137.24,467,11680,50,20201213051618
"183,000",2005,2020,선릉로69길,00019,00000,11680,01,0,4166489,역삼동,0757,0000,11680,10100,1,역삼래미안,11,2,11680-3621,59.4,757,11680,3,20201213051618
"270,000",2010,2020,도곡로43길,00021,00000,11680,01,0,4166233,역삼동,0762,0003,11680,10100,1,래미안그레이튼(진달래2차),11,2,11680-3905,120.37,762-3,11680,27,20201213051618
"88,000",2012,2020,논현로63길,00016,00000,11680,01,0,4166184,역삼동,0796,0029,11680,10100,1,강남서해더블루,11,3,11680-4050,71.26,796-29,11680,4,20201213051618
"80,000",2006,2020,역삼로,00307,00000,11680,01,0,3122008,역삼동,0713,0011,11680,10100,1,역삼 I'PARK,11,4,11680-3679,28.246,713-11,11680,8,20201213051618
"195,000",2005,2020,선릉로69길,00020,00000,11680,01,0,4166489,역삼동,0755,0004,11680,10100,1,e-편한세상,11,10,11680-3622,59.606,755-4,11680,25,20201213051618
"320,000",2012,2020,역삼로,00315,00001,11680,01,0,3122008,역삼동,0716,0003,11680,10100,1,개나리SK뷰,11,10,11680-4084,127.27,716-3,11680,14,20201213051618
"245,000",2005,2020,선릉로69길,00020,00000,11680,01,0,4166489,역삼동,0755,0004,11680,10100,1,e-편한세상,11,11,11680-3622,84.991,755-4,11680,7,20201213051618
"37,000",2003,2020,테헤란로25길,00058,00000,11680,01,0,4166726,역삼동,0628,0001,11680,10100,1,한양럭스,11,13,11680-488,44,628-1,11680,1,20201213051618
"224,000",2006,2020,언주로,00332,00000,11680,01,0,3005086,역삼동,0754,0001,11680,10100,1,역삼푸르지오,11,14,11680-3643,84.9097,754-1,11680,11,20201213051618
"243,000",2005,2020,선릉로69길,00020,00000,11680,01,0,4166489,역삼동,0755,0004,11680,10100,1,e-편한세상,11,15,11680-3622,84.991,755-4,11680,8,20201213051618
"149,500",1998,2020,선릉로,00423,00000,11680,01,0,3122006,역삼동,0716,0000,11680,10100,1,동부센트레빌,11,19,11680-237,59.82,716,11680,4,20201213051618
"70,000",2002,2020,언주로,00427,00000,11680,01,0,3005086,역삼동,0720,0025,11680,10100,1,대우디오빌,11,19,11680-275,59.505,720-25,11680,22,20201213051618
"81,800",2006,2020,역삼로,00307,00000,11680,01,0,3122008,역삼동,0713,0011,11680,10100,1,역삼 I'PARK,11,20,11680-3679,28.246,713-11,11680,8,20201213051618
"83,000",2012,2020,논현로63길,00016,00000,11680,01,0,4166184,역삼동,0796,0029,11680,10100,1,강남서해더블루,11,20,11680-4050,71.26,796-29,11680,3,20201213051618
"248,000",2005,2020,선릉로69길,00020,00000,11680,01,0,4166489,역삼동,0755,0004,11680,10100,1,e-편한세상,11,21,11680-3622,84.991,755-4,11680,8,20201213051618
"39,200",1996,2020,도곡로3길,00026,00000,11680,01,0,4166232,역삼동,0836,0000,11680,10100,1,한스빌(836),11,23,11680-251,41.95,836,11680,12,20201213051618
"19,000",2014,2020,테헤란로14길,00013,00000,11680,01,0,4166719,역삼동,0735,0015,11680,10100,1,이스턴오피스텔,11,23,11680-4317,15.25,735-15,11680,15,20201213051618
"19,000",2014,2020,테헤란로14길,00013,00000,11680,01,0,4166719,역삼동,0735,0015,11680,10100,1,이스턴오피스텔,11,23,11680-4317,14.78,735-15,11680,14,20201213051618
"42,500",2002,2020,언주로,00427,00000,11680,01,0,3005086,역삼동,0720,0025,11680,10100,1,대우디오빌,11,23,11680-275,36.96,720-25,11680,13,20201213051618
"33,000",2002,2020,테헤란로5길,00036,00000,11680,01,0,4166749,역삼동,0635,0005,11680,10100,1,풍림 지오빌,11,23,11680-260,32.95,635-5,11680,6,20201213051618
"147,500",2002,2020,언주로85길,00013,00000,11680,01,0,4166618,역삼동,0722,0000,11680,10100,1,경남아너스빌,11,24,11680-276,84.688,722,11680,17,20201213051618
"246,900",2005,2020,선릉로69길,00020,00000,11680,01,0,4166489,역삼동,0755,0004,11680,10100,1,e-편한세상,11,25,11680-3622,84.991,755-4,11680,9,20201213051618
"250,000",2005,2020,선릉로69길,00020,00000,11680,01,0,4166489,역삼동,0755,0004,11680,10100,1,e-편한세상,11,26,11680-3622,84.991,755-4,11680,5,20201213051618
"39,100",1996,2020,도곡로3길,00026,00000,11680,01,0,4166232,역삼동,0836,0000,11680,10100,1,한스빌(836),11,29,11680-251,39.89,836,11680,10,20201213051618
"260,000",1984,2020,언주로,00110,00000,11680,02,0,3005086,개포동,0649,0000,11680,10300,1,경남1,11,1,11680-277,123.28,649,11680,12,20201213051618
"180,000",1983,2020,삼성로4길,00017,00000,11680,01,0,4166412,개포동,0187,0000,11680,10300,1,개포주공 5단지,11,1,11680-391,53.98,187,11680,1,20201213051618
"188,000",1983,2020,개포로,00516,00000,11680,01,0,3122001,개포동,0185,0000,11680,10300,1,개포주공 6단지,11,2,11680-290,60.13,185,11680,10,20201213051618
"221,000",1983,2020,개포로,00516,00000,11680,01,0,3122001,개포동,0185,0000,11680,10300,1,개포주공 6단지,11,2,11680-290,83.21,185,11680,14,20201213051618
"177,000",1983,2020,개포로,00516,00000,11680,01,0,3122001,개포동,0185,0000,11680,10300,1,개포주공 6단지,11,7,11680-290,60.13,185,11680,1,20201213051618
"207,000",1983,2020,개포로,00516,00000,11680,01,0,3122001,개포동,0185,0000,11680,10300,1,개포주공 7단지,11,7,11680-578,73.26,185,11680,14,20201213051618
"190,000",1983,2020,삼성로4길,00017,00000,11680,01,0,4166412,개포동,0187,0000,11680,10300,1,개포주공 5단지,11,7,11680-391,53.98,187,11680,7,20201213051618
"300,000",1986,2020,개포로,00409,00000,11680,01,0,3122001,개포동,0177,0000,11680,10300,1,현대3,11,7,11680-294,163.85,177,11680,2,20201213051618
"260,000",1984,2020,개포로,00307,00000,11680,01,0,3122001,개포동,0652,0000,11680,10300,1,개포우성3차,11,8,11680-283,133.46,652,11680,6,20201213051618
"200,000",1984,2020,개포로,00303,00000,11680,01,0,3122001,개포동,0653,0000,11680,10300,1,현대1차101동~106동,11,11,11680-292,128.62,653,11680,1,20201213051618
"217,000",2019,2020,삼성로,00011,00000,11680,01,,3122005,개포동,0138,0000,11680,10300,1,디에이치아너힐즈,11,11,,59.7479,138,11680,12,20201213051618
"136,000",1992,2020,개포로109길,00021,00000,11680,01,0,4166040,개포동,0012,0000,11680,10300,1,삼익대청아파트,11,14,11680-279,51.12,12,11680,10,20201213051618
"240,000",1983,2020,개포로,00516,00000,11680,01,0,3122001,개포동,0185,0000,11680,10300,1,개포주공 7단지,11,14,11680-578,83.7,185,11680,12,20201213051618
"204,000",1983,2020,개포로,00516,00000,11680,01,0,3122001,개포동,0185,0000,11680,10300,1,개포주공 6단지,11,14,11680-290,73.02,185,11680,2,20201213051618
"278,000",1984,2020,개포로,00303,00000,11680,01,0,3122001,개포동,0653,0000,11680,10300,1,현대1차101동~106동,11,15,11680-292,177.19,653,11680,10,20201213051618
"139,000",1992,2020,개포로109길,00009,00000,11680,01,0,4166040,개포동,0012,0000,11680,10300,1,성원대치2단지아파트,11,16,11680-280,49.86,12,11680,11,20201213051618
"234,500",1983,2020,개포로,00516,00000,11680,01,0,3122001,개포동,0185,0000,11680,10300,1,개포주공 6단지,11,17,11680-290,83.21,185,11680,6,20201213051618
"240,000",2004,2020,개포로109길,00069,00000,11680,01,0,4166040,개포동,0012,0002,11680,10300,1,개포자이(12-2),11,18,11680-505,168.42,12-2,11680,20,20201213051618
"200,000",1983,2020,개포로,00516,00000,11680,01,0,3122001,개포동,0185,0000,11680,10300,1,개포주공 7단지,11,19,11680-578,60.76,185,11680,5,20201213051618
"98,000",1992,2020,개포로109길,00009,00000,11680,01,0,4166040,개포동,0012,0000,11680,10300,1,성원대치2단지아파트,11,21,11680-280,33.18,12,11680,8,20201213051618
"175,000",1983,2020,개포로,00516,00000,11680,01,0,3122001,개포동,0185,0000,11680,10300,1,개포주공 7단지,11,21,11680-578,53.46,185,11680,10,20201213051618
"230,000",1983,2020,개포로,00516,00000,11680,01,0,3122001,개포동,0185,0000,11680,10300,1,개포주공 6단지,11,21,11680-290,73.02,185,11680,12,20201213051618
"135,000",1992,2020,개포로109길,00009,00000,11680,01,0,4166040,개포동,0012,0000,11680,10300,1,성원대치2단지아파트,11,23,11680-280,49.86,12,11680,14,20201213051618
"178,000",1983,2020,개포로,00516,00000,11680,01,0,3122001,개포동,0185,0000,11680,10300,1,개포주공 6단지,11,25,11680-290,53.06,185,11680,10,20201213051618
"165,000",1983,2020,개포로,00516,00000,11680,01,0,3122001,개포동,0185,0000,11680,10300,1,개포주공 6단지,11,26,11680-290,53.06,185,11680,1,20201213051618
"195,000",1999,2020,학동로,00405,00000,11680,01,0,3122011,청담동,0042,0000,11680,10400,1,삼성청담아파트,11,4,11680-33,114.83,42,11680,6,20201213051618
"267,000",1984,2020,학동로87길,00009,00000,11680,00,,4166823,청담동,0065,0000,11680,10400,1,진흥아파트,11,4,11680-62,145.69,65,11680,12,20201213051618
"179,000",2002,2020,학동로77길,00027,00000,11680,01,0,4166819,청담동,0030,0033,11680,10400,1,청담대림e-편한세상,11,6,11680-98,81.84,30-33,11680,9,20201213051618
"149,900",1999,2020,학동로,00405,00000,11680,01,0,3122011,청담동,0042,0000,11680,10400,1,삼성청담아파트,11,8,11680-33,59.99,42,11680,10,20201213051618
"80,000",2018,2020,학동로81길,00009,00000,11680,00,0,4166821,청담동,0076,0012,11680,10400,1,라테라스 청담,11,9,,35.31,76-12,11680,6,20201213051618
"165,000",2003,2020,학동로63길,00013,00000,11680,01,0,4166813,청담동,0036,0000,11680,10400,1,영풍마드레빌,11,10,11680-412,122.2,36,11680,9,20201213051618
"270,000",1984,2020,학동로87길,00009,00000,11680,00,,4166823,청담동,0065,0000,11680,10400,1,진흥아파트,11,12,11680-62,180.67,65,11680,12,20201213051618
"620,000",2019,2020,압구정로71길,00028,00000,11680,00,0,4166533,청담동,0101,0000,11680,10400,1,효성빌라 청담101(A동),11,26,,226.74,101,11680,5,20201213051618
"48,000",2013,2020,도산대로85길,00030,00000,11680,01,0,4166303,청담동,0122,0035,11680,10400,1,청담 신원아침도시마인,11,28,11680-4284,35.775,122-35,11680,5,20201213051618
"127,960",1997,2020,학동로,00408,00000,11680,02,0,3122011,삼성동,0003,0001,11680,10500,1,삼성월드타워,11,5,11680-598,84.725,3-1,11680,10,20201213051618
"88,770",1997,2020,학동로,00408,00000,11680,02,0,3122011,삼성동,0003,0001,11680,10500,1,삼성월드타워,11,5,11680-598,58.776,3-1,11680,9,20201213051618
"86,940",1997,2020,학동로,00408,00000,11680,02,0,3122011,삼성동,0003,0001,11680,10500,1,삼성월드타워,11,5,11680-598,58.776,3-1,11680,8,20201213051618
"124,550",1997,2020,학동로,00408,00000,11680,02,0,3122011,삼성동,0003,0001,11680,10500,1,삼성월드타워,11,5,11680-598,84.202,3-1,11680,7,20201213051618
"125,320",1997,2020,학동로,00408,00000,11680,02,0,3122011,삼성동,0003,0001,11680,10500,1,삼성월드타워,11,5,11680-598,84.725,3-1,11680,7,20201213051618
"85,110",1997,2020,학동로,00408,00000,11680,02,0,3122011,삼성동,0003,0001,11680,10500,1,삼성월드타워,11,5,11680-598,58.776,3-1,11680,6,20201213051618
"117,990",1997,2020,학동로,00408,00000,11680,02,0,3122011,삼성동,0003,0001,11680,10500,1,삼성월드타워,11,5,11680-598,84.202,3-1,11680,3,20201213051618
"82,360",1997,2020,학동로,00408,00000,11680,02,0,3122011,삼성동,0003,0001,11680,10500,1,삼성월드타워,11,5,11680-598,58.776,3-1,11680,2,20201213051618
"137,080",1997,2020,학동로,00408,00000,11680,02,0,3122011,삼성동,0003,0001,11680,10500,1,삼성월드타워,11,5,11680-598,83.849,3-1,11680,14,20201213051618
"91,520",1997,2020,학동로,00408,00000,11680,02,0,3122011,삼성동,0003,0001,11680,10500,1,삼성월드타워,11,5,11680-598,58.776,3-1,11680,11,20201213051618
"131,920",1997,2020,학동로,00408,00000,11680,02,0,3122011,삼성동,0003,0001,11680,10500,1,삼성월드타워,11,6,11680-598,84.725,3-1,11680,11,20201213051618
"124,550",1997,2020,학동로,00408,00000,11680,02,0,3122011,삼성동,0003,0001,11680,10500,1,삼성월드타워,11,6,11680-598,84.202,3-1,11680,8,20201213051618
"86,940",1997,2020,학동로,00408,00000,11680,02,0,3122011,삼성동,0003,0001,11680,10500,1,삼성월드타워,11,6,11680-598,58.776,3-1,11680,7,20201213051618
"86,940",1997,2020,학동로,00408,00000,11680,02,0,3122011,삼성동,0003,0001,11680,10500,1,삼성월드타워,11,6,11680-598,58.776,3-1,11680,7,20201213051618
"85,110",1997,2020,학동로,00408,00000,11680,02,0,3122011,삼성동,0003,0001,11680,10500,1,삼성월드타워,11,6,11680-598,58.776,3-1,11680,6,20201213051618
"85,110",1997,2020,학동로,00408,00000,11680,02,0,3122011,삼성동,0003,0001,11680,10500,1,삼성월드타워,11,6,11680-598,58.776,3-1,11680,5,20201213051618
"121,370",1997,2020,학동로,00408,00000,11680,02,0,3122011,삼성동,0003,0001,11680,10500,1,삼성월드타워,11,6,11680-598,84.725,3-1,11680,4,20201213051618
"137,080",1997,2020,학동로,00408,00000,11680,02,0,3122011,삼성동,0003,0001,11680,10500,1,삼성월드타워,11,6,11680-598,83.849,3-1,11680,12,20201213051618
"137,080",1997,2020,학동로,00408,00000,11680,02,0,3122011,삼성동,0003,0001,11680,10500,1,삼성월드타워,11,6,11680-598,83.849,3-1,11680,12,20201213051618
"91,520",1997,2020,학동로,00408,00000,11680,02,0,3122011,삼성동,0003,0001,11680,10500,1,삼성월드타워,11,9,11680-598,58.776,3-1,11680,11,20201213051618
"127,960",1997,2020,학동로,00408,00000,11680,02,0,3122011,삼성동,0003,0001,11680,10500,1,삼성월드타워,11,9,11680-598,84.725,3-1,11680,9,20201213051618
"122,680",1997,2020,학동로,00408,00000,11680,02,0,3122011,삼성동,0003,0001,11680,10500,1,삼성월드타워,11,9,11680-598,84.725,3-1,11680,6,20201213051618
"131,100",1997,2020,학동로,00408,00000,11680,02,0,3122011,삼성동,0003,0001,11680,10500,1,삼성월드타워,11,10,11680-598,84.202,3-1,11680,11,20201213051618
"122,680",1997,2020,학동로,00408,00000,11680,02,0,3122011,삼성동,0003,0001,11680,10500,1,삼성월드타워,11,10,11680-598,84.725,3-1,11680,5,20201213051618
"82,360",1997,2020,학동로,00408,00000,11680,02,0,3122011,삼성동,0003,0001,11680,10500,1,삼성월드타워,11,10,11680-598,58.776,3-1,11680,3,20201213051618
"82,360",1997,2020,학동로,00408,00000,11680,02,0,3122011,삼성동,0003,0001,11680,10500,1,삼성월드타워,11,10,11680-598,58.776,3-1,11680,3,20201213051618
"137,080",1997,2020,학동로,00408,00000,11680,02,0,3122011,삼성동,0003,0001,11680,10500,1,삼성월드타워,11,10,11680-598,83.849,3-1,11680,13,20201213051618
"449,000",2004,2020,영동대로,00640,00000,11680,03,0,2122002,삼성동,0087,0000,11680,10500,1,아이파크,11,12,11680-472,156.857,87,11680,27,20201213051618
"245,000",2005,2020,선릉로112길,00053,00000,11680,01,0,4166445,삼성동,0043,0000,11680,10500,1,삼성동 롯데캐슬 킹덤,11,12,11680-3641,148.5,43,11680,2,20201213051618
"230,000",2006,2020,영동대로114길,00056,00000,11680,01,0,4166678,삼성동,0103,0022,11680,10500,1,래미안삼성1차,11,14,11680-3651,106.98,103-22,11680,6,20201213051618
"148,000",2008,2020,삼성로111길,00008,00000,11680,01,0,4166392,삼성동,0050,0000,11680,10500,1,현대힐스테이트 2단지,11,16,11680-3830,39.552,50,11680,22,20201213051618
"155,000",2002,2020,학동로,00410,00000,11680,02,0,3122011,삼성동,0003,0002,11680,10500,1,삼성동씨엘케이,11,17,11680-506,99.47,3-2,11680,3,20201213051618
"150,000",2005,2020,봉은사로81길,00008,00000,11680,01,0,4166381,삼성동,0075,0003,11680,10500,1,우림루미아트,11,20,11680-599,111.15,75-3,11680,5,20201213051618
"72,000",2004,2020,테헤란로77길,00008,00000,11680,01,0,4166756,삼성동,0144,0010,11680,10500,1,우정에쉐르2,11,24,11680-524,55.12,144-10,11680,6,20201213051618
"118,800",2008,2020,학동로68길,00029,00000,11680,01,0,4166816,삼성동,0016,0002,11680,10500,1,삼성동힐스테이트 1단지,11,28,11680-3834,31.402,16-2,11680,10,20201213051618
"332,500",1985,2020,삼성로,00151,00000,11680,04,0,3122005,대치동,0506,0000,11680,10600,1,선경2차(8동-12동),11,2,11680-3559,127.75,506,11680,8,20201213051618
"246,000",2000,2020,도곡로78길,00022,00000,11680,01,0,4166245,대치동,1014,0003,11680,10600,1,대치삼성,11,10,11680-205,97.35,1014-3,11680,6,20201213051618
"329,500",2008,2020,선릉로,00222,00000,11680,05,0,3122006,대치동,0888,0000,11680,10600,1,대치아이파크,11,10,11680-3752,119.58,888,11680,16,20201213051618
"190,000",1983,2020,영동대로,00220,00000,11680,04,0,2122002,대치동,0065,0000,11680,10600,1,쌍용대치2,11,10,11680-214,84.49,65,11680,3,20201213051618
"78,000",2004,2020,테헤란로,00428,00000,11680,03,0,3122010,대치동,0891,0006,11680,10600,1,테헤란로대우아이빌(891-6),11,12,11680-529,59.83,891-6,11680,14,20201213051618
"390,000",2005,2020,선릉로,00206,00000,11680,05,0,3122006,대치동,0670,0000,11680,10600,1,동부센트레빌,11,12,11680-601,145.83,670,11680,18,20201213051618
"29,700",2004,2020,테헤란로64길,00009,00000,11680,01,0,4166751,대치동,0890,0049,11680,10600,1,선릉역대우아이빌(890-49),11,14,11680-528,28.34,890-49,11680,14,20201213051618
"350,000",1983,2020,삼성로,00151,00000,11680,04,0,3122005,대치동,0506,0000,11680,10600,1,선경1차(1동-7동),11,17,11680-211,136.68,506,11680,7,20201213051618
"78,500",2004,2020,테헤란로,00428,00000,11680,03,0,3122010,대치동,0891,0006,11680,10600,1,테헤란로대우아이빌(891-6),11,17,11680-529,59.83,891-6,11680,26,20201213051618
"179,000",2000,2020,도곡로78길,00022,00000,11680,01,0,4166245,대치동,1014,0003,11680,10600,1,대치삼성,11,19,11680-205,59.88,1014-3,11680,2,20201213051618
"35,800",2004,2020,테헤란로,00428,00000,11680,03,0,3122010,대치동,0891,0006,11680,10600,1,테헤란로대우아이빌(891-6),11,23,11680-529,30.46,891-6,11680,6,20201213051618
"33,000",2004,2020,선릉로90길,00056,00000,11680,01,0,4166499,대치동,0891,0023,11680,10600,1,대우아이빌명문가(891-23),11,25,11680-530,34.2,891-23,11680,11,20201213051618
"210,000",2004,2020,영동대로,00330,00007,11680,04,0,2122002,대치동,1007,0002,11680,10600,1,풍림아이원4차(1007-2),11,30,11680-539,111.54,1007-2,11680,9,20201213051618
"149,000",2005,2020,언주로157길,00023,00000,11680,01,0,4166591,신사동,0626,0001,11680,10700,1,진흥아마란스,11,10,11680-485,175.64,626-1,11680,3,20201213051618
"360,000",2002,2020,언주로164길,00020,00000,11680,01,0,4166594,신사동,0649,0005,11680,10700,1,알파임하우스1,11,27,11680-18,242.16,649-5,11680,6,20201213051618
"165,000",1985,2020,언주로146길,00018,00000,11680,01,0,4166582,논현동,0105,0000,11680,10800,1,동현아파트 1~6,11,2,11680-121,84.92,105,11680,14,20201213051618
"113,000",1998,2020,논현로140길,00022,00000,11680,01,0,4166137,논현동,0079,0007,11680,10800,1,한양빌라트,11,4,11680-148,129.6,79-7,11680,4,20201213051618
"144,000",2004,2020,도산대로46길,00021,00000,11680,01,0,4166278,논현동,0105,0004,11680,10800,1,한진로즈힐,11,5,11680-554,84.94,105-4,11680,6,20201213051618
"88,500",1997,2020,강남대로146길,00028,00000,11680,01,0,4166019,논현동,0022,0000,11680,10800,1,신동아(22),11,13,11680-109,35.73,22,11680,10,20201213051618
"106,584",2020,2020,언주로,00615,00000,11680,04,0,3005086,논현동,0225,0006,11680,10800,1,논현 아이파크,11,13,,59.75,225-6,11680,10,20201213051618
"180,000",1997,2020,학동로42길,00060,00000,11680,01,0,4166798,논현동,0261,0008,11680,10800,1,현대넥서스 A동,11,14,11680-151,163.2,261-8,11680,7,20201213051618
"115,000",2020,2020,언주로,00615,00000,11680,04,0,3005086,논현동,0225,0006,11680,10800,1,논현 아이파크,11,16,,59.75,225-6,11680,12,20201213051618
"36,000",2004,2020,학동로,00165,00000,11680,03,0,3122011,논현동,0058,0002,11680,10800,1,마일스디오빌,11,18,11680-551,36.29,58-2,11680,9,20201213051618
"266,000",1978,2020,압구정로,00321,00000,11680,03,0,3122007,압구정동,0489,0000,11680,11000,1,한양3,11,2,11680-380,117.26,489,11680,4,20201213051618
"250,000",1980,2020,압구정로,00313,00000,11680,03,0,3122007,압구정동,0484,0000,11680,11000,1,한양6,11,3,11680-21,106.71,484,11680,8,20201213051618
"463,000",1983,2020,압구정로,00151,00000,11680,03,0,3122007,압구정동,0433,0000,11680,11000,1,신현대11차,11,3,11680-425,183.41,433,11680,7,20201213051618
"375,000",1978,2020,압구정로,00201,00000,11680,03,0,3122007,압구정동,0456,0000,11680,11000,1,"현대6차(78~81,83,84,86,87동)",11,4,11680-420,144.2,456,11680,9,20201213051618
"420,000",1983,2020,압구정로,00151,00000,11680,03,0,3122007,압구정동,0433,0000,11680,11000,1,신현대11차,11,4,11680-425,183.41,433,11680,2,20201213051618
"250,000",1980,2020,압구정로,00309,00000,11680,03,0,3122007,압구정동,0481,0000,11680,11000,1,현대8차(성수현대:91~95동),11,4,11680-422,107.64,481,11680,4,20201213051618
"355,000",1978,2020,압구정로,00321,00000,11680,03,0,3122007,압구정동,0489,0000,11680,11000,1,한양3,11,5,11680-380,161.9,489,11680,13,20201213051618
"428,000",1976,2020,압구정로29길,00071,00000,11680,01,0,4166514,압구정동,0369,0001,11680,11000,1,"현대2차(10,11,20,23,24,25동)",11,5,11680-416,160.28,369-1,11680,6,20201213051618
"304,500",1983,2020,압구정로29길,00023,00000,11680,01,0,4166514,압구정동,0448,0000,11680,11000,1,현대13차(208~211동),11,7,11680-427,105.45,448,11680,11,20201213051618
"305,000",1979,2020,압구정로,00401,00000,11680,03,0,3122007,압구정동,0513,0000,11680,11000,1,한양5,11,9,11680-382,115.24,513,11680,8,20201213051618
"295,000",1979,2020,압구정로,00401,00000,11680,03,0,3122007,압구정동,0513,0000,11680,11000,1,한양5,11,10,11680-382,115.24,513,11680,8,20201213051618
