거래금액,건축년도,년,도로명,도로명건물본번호코드,도로명건물부번호코드,도로명시군구코드,도로명일련번호코드,도로명지상지하코드,도로명코드,법정동,법정동본번코드,법정동부번코드,법정동시군구코드,법정동읍면동코드,법정동지번코드,아파트,월,일,일련번호,전용면적,지번,지역코드,층,date
"50,000",2002,2020,남부순환로95길,00042,00015,11530,01,0,4148300,개봉동,0483,0000,11530,10700,1,율포그레이스빌,10,26,11530-94,84.78,483,11530,12,20201213051618
"78,500",2001,2020,개봉로20길,00006,00000,11530,01,0,4148049,개봉동,0481,0000,11530,10700,1,현대,10,26,11530-91,84.99,481,11530,16,20201213051618
"63,500",1999,2020,경인로,00382,00000,11530,04,0,3000028,개봉동,0476,0000,11530,10700,1,한마을,10,26,11530-89,59.57,476,11530,8,20201213051618
"56,500",1995,2020,남부순환로95길,00054,00000,11530,01,0,4148300,개봉동,0470,0000,11530,10700,1,삼환,10,27,11530-80,59.4,470,11530,14,20201213051618
"39,800",2014,2020,개봉로17아길,00041,00013,11530,01,0,4148041,개봉동,0491,0000,11530,10700,1,LIP e-푸른아파트,10,27,11530-3822,83.02,491,11530,7,20201213051618
"58,000",1996,2020,남부순환로95길,00016,00000,11530,01,0,4148300,개봉동,0471,0000,11530,10700,1,삼호,10,28,11530-79,59.86,471,11530,4,20201213051618
"85,000",2001,2020,개봉로20길,00006,00000,11530,01,0,4148049,개봉동,0481,0000,11530,10700,1,현대,10,28,11530-91,114.99,481,11530,3,20201213051618
"54,800",2000,2020,개봉로3길,00087,00000,11530,01,0,4148055,개봉동,0478,0000,11530,10700,1,한진,10,31,11530-90,59.95,478,11530,17,20201213051618
"54,500",2005,2020,서해안로,02368,00000,11530,01,0,3000020,오류동,0348,0000,11530,10800,1,우림필유,10,5,11530-3148,59.95,348,11530,5,20201213051618
"8,000",2014,2020,경인로19가길,00040,00000,11530,00,,4148073,오류동,0034,0013,11530,10800,1,썬앤빌,10,6,11530-3799,14.064,34-13,11530,14,20201213051618
"68,000",2002,2020,경인로8길,00064,00000,11530,01,0,4148123,오류동,0342,0000,11530,10800,1,영풍마드레빌,10,7,11530-115,84.741,342,11530,14,20201213051618
"67,000",2003,2020,오리로,01197,00000,11530,01,0,3000022,오류동,0343,0000,11530,10800,1,금강(343),10,7,11530-153,60.054,343,11530,5,20201213051618
"65,000",2002,2020,경인로8길,00064,00000,11530,01,0,4148123,오류동,0342,0000,11530,10800,1,영풍마드레빌,10,8,11530-115,84.741,342,11530,4,20201213051618
"60,500",2002,2020,고척로,00052,00000,11530,03,0,3116003,오류동,0341,0000,11530,10800,1,한신플러스타운,10,12,11530-114,84.96,341,11530,15,20201213051618
"33,000",2003,2020,경인로22길,00062,00000,11530,01,0,4148078,오류동,0063,0004,11530,10800,1,한가람,10,13,11530-164,68.39,63-4,11530,9,20201213051618
"45,500",1995,2020,경인로,00230,00013,11530,05,0,3000028,오류동,0334,0000,11530,10800,1,라인,10,17,11530-103,84.36,334,11530,11,20201213051618
"19,250",2005,2020,경인로20나길,00030,00000,11530,01,0,4148077,오류동,0046,0001,11530,10800,1,이좋은집,10,17,11530-3146,36.69,46-1,11530,11,20201213051618
"47,500",1998,2020,고척로,00049,00000,11530,03,0,3116003,오류동,0338,0000,11530,10800,1,동부골든,10,23,11530-102,59.94,338,11530,4,20201213051618
"54,500",2009,2020,오리로13길,00090,00003,11530,01,0,4148431,오류동,0351,0000,11530,10800,1,서해그랑블,10,24,11530-3359,84.98,351,11530,2,20201213051618
"31,600",2003,2020,경인로2길,00042,00000,11530,01,0,4148082,오류동,0108,0042,11530,10800,1,목화수목원 102동,10,25,11530-165,76.41,108-42,11530,2,20201213051618
"31,000",1998,2020,오리로13가길,00030,00000,11530,01,0,4148430,오류동,0337,0000,11530,10800,1,동보,10,26,11530-100,59.72,337,11530,2,20201213051618
"33,000",2008,2020,경인로2길,00051,00000,11530,01,0,4148082,오류동,0108,0076,11530,10800,1,유한수목원,10,26,11530-3311,74.61,108-76,11530,7,20201213051618
"62,400",2003,2020,오리로,01197,00000,11530,01,0,3000022,오류동,0343,0000,11530,10800,1,금강(343),10,26,11530-153,60.054,343,11530,4,20201213051618
"59,500",1999,2020,경인로,00248,00013,11530,05,0,3000028,오류동,0339,0000,11530,10800,1,동부(339),10,27,11530-101,114.94,339,11530,4,20201213051618
"34,500",2006,2020,오리로20길,00052,00000,11530,01,0,4148435,궁동,0182,0010,11530,10900,1,다청림(102동),10,12,11530-3223,75.27,182-10,11530,5,20201213051618
"34,450",2006,2020,오리로20길,00042,00000,11530,01,0,4148435,궁동,0178,0001,11530,10900,1,다청림(106동),10,18,11530-3247,73.03,178-1,11530,2,20201213051618
"50,000",2007,2020,부일로,00927,00000,11530,01,0,3000019,궁동,0290,0000,11530,10900,1,우남푸르미아,10,21,11530-3262,84.958,290,11530,4,20201213051618
"37,000",2006,2020,오리로20길,00048,00000,11530,01,0,4148435,궁동,0182,0011,11530,10900,1,다청림(103동),10,22,11530-3226,84.66,182-11,11530,2,20201213051618
"77,700",2013,2020,오류로,00030,00000,11530,01,0,3116009,천왕동,0280,0000,11530,11100,1,천왕연지타운1단지,10,20,11530-3757,84.98,280,11530,1,20201213051618
"76,500",2014,2020,오리로,01102,00010,11530,03,0,3000022,천왕동,0281,0000,11530,11100,1,천왕연지타운2단지,10,26,11530-3775,84.98,281,11530,11,20201213051618
"84,700",2019,2020,연동로,00233,00000,11530,00,0,3000021,항동,0236,0000,11530,11200,3,항동중흥에스클래스베르데카운티,10,3,,84.9416,가-236,11530,20,20201213051618
"45,000",2019,2020,연동로,00234,00000,11530,00,0,3000021,항동,0237,0000,11530,11200,3,하버라인2단지,10,20,,59.86,가-237,11530,13,20201213051618
"50,000",2020,2020,항동로,00008,00000,11530,01,0,3352227,항동,0000,0000,11530,11200,3,우남퍼스트빌더센트럴,10,23,,84.9149,가-,11530,8,20201213051618
"12,500",2013,2020,남부순환로,01266,00000,11545,01,0,2000003,가산동,0141,0002,11545,10100,1,가산양우내안에애플,12,3,11545-1825,12.04,141-2,11545,16,20201213051618
"9,500",2014,2020,디지털로12길,00015,00000,11545,01,0,4151194,가산동,0140,0036,11545,10100,1,비즈트위트바이올렛5차,12,4,11545-1957,12.19,140-36,11545,15,20201213051618
"63,350",2002,2020,시흥대로152길,00025,00000,11545,01,0,4151283,독산동,0955,0000,11545,10200,1,신도브래뉴,12,1,11545-27,73.2,955,11545,10,20201213051618
"93,000",2018,2020,시흥대로,00291,00001,11545,00,0,2005010,독산동,1155,0000,11545,10200,1,금천 롯데캐슬 골드파크 3차,12,2,,59.9662,1155,11545,12,20201213051618
"39,800",2000,2020,금하로,00793,00000,11545,01,0,3000024,시흥동,1010,0000,11545,10300,1,벽산,12,1,11545-39,59.94,1010,11545,18,20201213051618
"62,000",2002,2020,금하로,00750,00000,11545,01,0,3000024,시흥동,1011,0000,11545,10300,1,우방,12,5,11545-63,84.84,1011,11545,12,20201213051618
"58,000",2014,2020,시흥대로,00165,00000,11545,02,0,2005010,시흥동,1026,0000,11545,10300,1,남서울힐스테이트,12,7,11545-1642,59.817,1026,11545,4,20201213051618
"55,000",1998,2020,가산로,00099,00000,11545,01,0,3117003,가산동,0769,0000,11545,10100,1,두산,11,2,11545-2,134.95,769,11545,20,20201213051618
"10,550",2013,2020,남부순환로,01266,00000,11545,01,0,2000003,가산동,0141,0002,11545,10100,1,가산양우내안에애플,11,2,11545-1825,12.04,141-2,11545,14,20201213051618
"58,200",1998,2020,가산로,00099,00000,11545,01,0,3117003,가산동,0769,0000,11545,10100,1,두산,11,4,11545-2,59.84,769,11545,25,20201213051618
"56,500",1998,2020,가산로,00099,00000,11545,01,0,3117003,가산동,0769,0000,11545,10100,1,두산,11,5,11545-2,59.84,769,11545,3,20201213051618
"64,000",1998,2020,가산로,00099,00000,11545,01,0,3117003,가산동,0769,0000,11545,10100,1,두산,11,9,11545-2,59.84,769,11545,23,20201213051618
"69,700",1998,2020,가산로,00099,00000,11545,01,0,3117003,가산동,0769,0000,11545,10100,1,두산,11,11,11545-2,84.9,769,11545,7,20201213051618
"10,550",2013,2020,남부순환로,01266,00000,11545,01,0,2000003,가산동,0141,0002,11545,10100,1,가산양우내안에애플,11,13,11545-1825,12.04,141-2,11545,10,20201213051618
"13,000",2013,2020,가산로,00147,00000,11545,01,0,3117003,가산동,0140,0009,11545,10100,1,가산지웰에스테이트,11,13,11545-1860,16.26,140-9,11545,14,20201213051618
"11,000",2014,2020,디지털로12길,00015,00000,11545,01,0,4151194,가산동,0140,0036,11545,10100,1,비즈트위트바이올렛5차,11,19,11545-1957,12.19,140-36,11545,9,20201213051618
"11,000",2014,2020,디지털로12길,00015,00000,11545,01,0,4151194,가산동,0140,0036,11545,10100,1,비즈트위트바이올렛5차,11,23,11545-1957,12.19,140-36,11545,9,20201213051618
"10,000",2014,2020,디지털로12길,00015,00000,11545,01,0,4151194,가산동,0140,0036,11545,10100,1,비즈트위트바이올렛5차,11,23,11545-1957,13.34,140-36,11545,9,20201213051618
"38,000",1995,2020,시흥대로151길,00045,00000,11545,01,0,4151282,가산동,0148,0001,11545,10100,1,덕산,11,24,11545-1,59.97,148-1,11545,3,20201213051618
"71,000",1998,2020,가산로,00099,00000,11545,01,0,3117003,가산동,0769,0000,11545,10100,1,두산,11,24,11545-2,101.67,769,11545,7,20201213051618
"34,900",2020,2020,독산로85길,00036,00000,11545,01,0,4151165,독산동,0989,0000,11545,10200,1,독산오르페움타워,11,2,,37.806,989,11545,3,20201213051618
"39,000",2004,2020,독산로84길,00045,00000,11545,01,0,4151164,독산동,0994,0073,11545,10200,1,한아102(994-73),11,3,11545-168,112.89,994-73,11545,1,20201213051618
"97,300",2016,2020,벚꽃로,00040,00000,11545,00,,3116013,독산동,1147,0000,11545,10200,1,금천롯데캐슬 골드파크1차,11,3,11545-2262,59.9935,1147,11545,9,20201213051618
"37,000",2002,2020,독산로78다길,00022,00000,11545,01,0,4151158,독산동,0184,0003,11545,10200,1,아셈그린힐,11,4,11545-25,74.86,184-3,11545,6,20201213051618
"76,500",2008,2020,벚꽃로6길,00003,00000,11545,01,0,4151237,독산동,1143,0000,11545,10200,1,이랜드해가든,11,5,11545-1476,84.935,1143,11545,9,20201213051618
"92,600",2018,2020,시흥대로,00291,00001,11545,00,0,2005010,독산동,1155,0000,11545,10200,1,금천 롯데캐슬 골드파크 3차,11,5,,59.9672,1155,11545,23,20201213051618
"102,000",2016,2020,벚꽃로,00040,00000,11545,00,,3116013,독산동,1147,0000,11545,10200,1,금천롯데캐슬 골드파크1차,11,5,11545-2262,72.5249,1147,11545,7,20201213051618
"43,900",1990,2020,한내로,00069,00054,11545,01,0,3117008,독산동,1088,0000,11545,10200,1,독산주공14단지,11,6,11545-17,44.89,1088,11545,10,20201213051618
"90,000",2017,2020,벚꽃로,00030,00000,11545,00,,3116013,독산동,1150,0000,11545,10200,1,금천롯데캐슬골드파크2차201동202동,11,6,,59.98,1150,11545,16,20201213051618
"53,000",1999,2020,범안로17길,00012,00000,11545,01,0,4151211,독산동,0293,0010,11545,10200,1,독산현대,11,7,11545-8,58.72,293-10,11545,15,20201213051618
"76,000",2008,2020,벚꽃로6길,00003,00000,11545,01,0,4151237,독산동,1143,0000,11545,10200,1,이랜드해가든,11,7,11545-1476,84.935,1143,11545,18,20201213051618
"64,900",2002,2020,벚꽃로,00073,00000,11545,02,0,3116013,독산동,0711,0002,11545,10200,1,금천현대,11,7,11545-23,84.83,711-2,11545,16,20201213051618
"54,000",1999,2020,범안로17길,00012,00000,11545,01,0,4151211,독산동,0293,0010,11545,10200,1,독산현대,11,7,11545-8,58.72,293-10,11545,7,20201213051618
"64,800",2002,2020,벚꽃로,00073,00000,11545,02,0,3116013,독산동,0711,0002,11545,10200,1,금천현대,11,9,11545-23,84.83,711-2,11545,2,20201213051618
"37,000",2002,2020,독산로78다길,00022,00000,11545,01,0,4151158,독산동,0184,0003,11545,10200,1,아셈그린힐,11,12,11545-25,59.95,184-3,11545,5,20201213051618
"91,200",2016,2020,벚꽃로,00040,00000,11545,00,,3116013,독산동,1147,0000,11545,10200,1,금천롯데캐슬 골드파크1차,11,12,11545-2262,59.9384,1147,11545,27,20201213051618
"69,000",2004,2020,범안로,01136,00000,11545,02,0,3000027,독산동,1140,0000,11545,10200,1,독산동중앙하이츠빌,11,12,11545-108,84.8768,1140,11545,7,20201213051618
"90,500",2018,2020,시흥대로,00291,00001,11545,00,0,2005010,독산동,1155,0000,11545,10200,1,금천 롯데캐슬 골드파크 3차,11,14,,59.9662,1155,11545,33,20201213051618
"28,800",1993,2020,시흥대로88길,00021,00000,11545,01,0,4151354,독산동,1069,0000,11545,10200,1,호정타워,11,15,11545-24,67.08,1069,11545,12,20201213051618
"70,800",2004,2020,범안로,01136,00000,11545,02,0,3000027,독산동,1140,0000,11545,10200,1,독산동중앙하이츠빌,11,15,11545-108,84.8768,1140,11545,11,20201213051618
"69,500",2004,2020,범안로,01136,00000,11545,02,0,3000027,독산동,1140,0000,11545,10200,1,독산동중앙하이츠빌,11,16,11545-108,84.8768,1140,11545,11,20201213051618
"116,500",2016,2020,벚꽃로,00040,00000,11545,00,,3116013,독산동,1147,0000,11545,10200,1,금천롯데캐슬 골드파크1차,11,17,11545-2262,84.3963,1147,11545,12,20201213051618
"67,000",1990,2020,한내로,00069,00054,11545,01,0,3117008,독산동,1088,0000,11545,10200,1,독산주공14단지,11,18,11545-17,84.79,1088,11545,15,20201213051618
"66,000",1991,2020,한내로,00062,00000,11545,01,0,3117008,독산동,1093,0004,11545,10200,1,한신아파트,11,18,11545-22,89.46,1093-4,11545,13,20201213051618
"115,000",2016,2020,벚꽃로,00040,00000,11545,00,,3116013,독산동,1147,0000,11545,10200,1,금천롯데캐슬 골드파크1차,11,19,11545-2262,84.8114,1147,11545,18,20201213051618
"35,700",2004,2020,문성로,00039,00000,11545,01,0,3117009,독산동,0894,0020,11545,10200,1,힐탑,11,20,11545-102,69.68,894-20,11545,7,20201213051618
"78,000",2008,2020,벚꽃로6길,00003,00000,11545,01,0,4151237,독산동,1143,0000,11545,10200,1,이랜드해가든,11,20,11545-1476,84.935,1143,11545,10,20201213051618
"112,000",2016,2020,벚꽃로,00040,00000,11545,00,,3116013,독산동,1147,0000,11545,10200,1,금천롯데캐슬 골드파크1차,11,21,11545-2262,84.8114,1147,11545,9,20201213051618
"67,000",2004,2020,범안로,01136,00000,11545,02,0,3000027,독산동,1140,0000,11545,10200,1,독산동중앙하이츠빌,11,22,11545-108,84.8768,1140,11545,2,20201213051618
"51,800",2002,2020,시흥대로152길,00025,00000,11545,01,0,4151283,독산동,0955,0000,11545,10200,1,신도브래뉴,11,23,11545-27,55.55,955,11545,3,20201213051618
"83,000",2018,2020,시흥대로,00291,00001,11545,00,0,2005010,독산동,1155,0000,11545,10200,1,금천 롯데캐슬 골드파크 3차,11,23,,59.9672,1155,11545,27,20201213051618
"125,000",2016,2020,벚꽃로,00040,00000,11545,00,,3116013,독산동,1147,0000,11545,10200,1,금천롯데캐슬 골드파크1차,11,23,11545-2262,101.8228,1147,11545,11,20201213051618
"69,700",2004,2020,범안로,01136,00000,11545,02,0,3000027,독산동,1140,0000,11545,10200,1,독산동중앙하이츠빌,11,23,11545-108,84.8768,1140,11545,22,20201213051618
"91,800",2018,2020,시흥대로,00291,00001,11545,00,0,2005010,독산동,1155,0000,11545,10200,1,금천 롯데캐슬 골드파크 3차,11,24,,59.968,1155,11545,40,20201213051618
"56,200",2002,2020,벚꽃로,00073,00000,11545,02,0,3116013,독산동,0711,0002,11545,10200,1,금천현대,11,26,11545-23,59.82,711-2,11545,11,20201213051618
"93,500",2018,2020,시흥대로,00291,00001,11545,00,0,2005010,독산동,1155,0000,11545,10200,1,금천 롯데캐슬 골드파크 3차,11,26,,59.9672,1155,11545,14,20201213051618
"62,500",2011,2020,시흥대로150길,00006,00000,11545,01,0,4151281,독산동,1144,0000,11545,10200,1,독산동한양수자인,11,28,11545-1560,68.161,1144,11545,2,20201213051618
"79,700",2014,2020,시흥대로,00165,00000,11545,02,0,2005010,시흥동,1026,0000,11545,10300,1,남서울힐스테이트,11,1,11545-1642,59.817,1026,11545,24,20201213051618
"59,000",2004,2020,금하로,00816,00000,11545,01,0,3000024,시흥동,1013,0000,11545,10300,1,관악산벽산타운5,11,2,11545-55,84.97,1013,11545,13,20201213051618
"37,700",1998,2020,탑골로,00084,00000,11545,01,0,3117007,시흥동,1006,0000,11545,10300,1,벽산3,11,3,11545-40,59.94,1006,11545,6,20201213051618
"12,000",1975,2020,독산로24나길,00013,00000,11545,01,0,4151069,시흥동,0817,0029,11545,10300,1,시흥(817-29),11,4,11545-45,39.83,817-29,11545,4,20201213051618
"56,700",2004,2020,금하로,00816,00000,11545,01,0,3000024,시흥동,1013,0000,11545,10300,1,관악산벽산타운5,11,4,11545-55,84.97,1013,11545,7,20201213051618
"68,500",2002,2020,금하로,00750,00000,11545,01,0,3000024,시흥동,1011,0000,11545,10300,1,우방,11,5,11545-63,114.89,1011,11545,23,20201213051618
"55,000",2002,2020,금하로,00750,00000,11545,01,0,3000024,시흥동,1011,0000,11545,10300,1,우방,11,5,11545-63,84.84,1011,11545,1,20201213051618
"46,100",2004,2020,금하로,00816,00000,11545,01,0,3000024,시흥동,1013,0000,11545,10300,1,관악산벽산타운5,11,7,11545-55,59.34,1013,11545,17,20201213051618
"60,000",2004,2020,금하로,00816,00000,11545,01,0,3000024,시흥동,1013,0000,11545,10300,1,관악산벽산타운5,11,8,11545-55,84.97,1013,11545,20,20201213051618
"42,800",1996,2020,금하로23라길,00031,00000,11545,01,0,4151023,시흥동,0209,0000,11545,10300,1,현대(209),11,9,11545-51,82.53,209,11545,17,20201213051618
"46,300",2004,2020,금하로,00816,00000,11545,01,0,3000024,시흥동,1013,0000,11545,10300,1,관악산벽산타운5,11,9,11545-55,59.34,1013,11545,10,20201213051618
"39,900",1989,2020,독산로10길,00096,00000,11545,01,0,4151056,시흥동,0384,0012,11545,10300,1,남서울건영2,11,10,11545-34,61.15,384-12,11545,3,20201213051618
"46,500",1982,2020,시흥대로59길,00035,00000,11545,01,0,4151322,시흥동,0992,0002,11545,10300,1,남서울건영아파트,11,11,11545-33,53.39,992-2,11545,7,20201213051618
"54,900",2000,2020,금하로,00793,00000,11545,01,0,3000024,시흥동,1010,0000,11545,10300,1,벽산,11,11,11545-39,84.99,1010,11545,5,20201213051618
"74,500",1980,2020,시흥대로73길,00011,00000,11545,01,0,4151335,시흥동,0109,0001,11545,10300,1,무지개,11,12,11545-38,67.93,109-1,11545,3,20201213051618
"50,000",1981,2020,시흥대로47길,00043,00000,11545,01,0,4151312,시흥동,1002,0001,11545,10300,1,럭키남서울아파트,11,13,11545-36,41.22,1002-1,11545,6,20201213051618
"59,500",1981,2020,시흥대로47길,00043,00000,11545,01,0,4151312,시흥동,1002,0001,11545,10300,1,럭키남서울아파트,11,13,11545-36,49.75,1002-1,11545,4,20201213051618
"46,000",2004,2020,금하로,00816,00000,11545,01,0,3000024,시흥동,1013,0000,11545,10300,1,관악산벽산타운5,11,14,11545-55,59.34,1013,11545,18,20201213051618
"50,000",2002,2020,금하로30길,00034,00000,11545,01,0,4151032,시흥동,0268,0046,11545,10300,1,탑스빌,11,14,11545-110,79.84,268-46,11545,9,20201213051618
"44,600",2004,2020,금하로,00816,00000,11545,01,0,3000024,시흥동,1013,0000,11545,10300,1,관악산벽산타운5,11,14,11545-55,59.34,1013,11545,6,20201213051618
"42,000",1996,2020,금하로23라길,00031,00000,11545,01,0,4151023,시흥동,0209,0000,11545,10300,1,현대(209),11,17,11545-51,82.53,209,11545,16,20201213051618
"65,000",2004,2020,금하로,00816,00000,11545,01,0,3000024,시흥동,1013,0000,11545,10300,1,관악산벽산타운5,11,17,11545-55,114.84,1013,11545,15,20201213051618
"41,500",1989,2020,독산로10길,00096,00000,11545,01,0,4151056,시흥동,0384,0012,11545,10300,1,남서울건영2,11,18,11545-34,61.14,384-12,11545,6,20201213051618
"52,000",2008,2020,금하로23길,00052,00000,11545,01,0,4151020,시흥동,1018,0000,11545,10300,1,백운한비치Ⅱ,11,18,11545-1471,59.213,1018,11545,11,20201213051618
"63,500",1986,2020,시흥대로51길,00055,00000,11545,01,0,4151316,시흥동,0173,0008,11545,10300,2,성지,11,18,11545-44,79.42,산173-8,11545,3,20201213051618
"46,300",2004,2020,금하로,00816,00000,11545,01,0,3000024,시흥동,1013,0000,11545,10300,1,관악산벽산타운5,11,21,11545-55,59.34,1013,11545,17,20201213051618
"49,000",2003,2020,탑골로2길,00019,00000,11545,01,0,4151372,시흥동,1012,0000,11545,10300,1,백운한비치,11,21,11545-75,73.9154,1012,11545,5,20201213051618
"43,000",1989,2020,독산로10길,00096,00000,11545,01,0,4151056,시흥동,0384,0012,11545,10300,1,남서울건영2,11,22,11545-34,61.14,384-12,11545,8,20201213051618
"27,500",2004,2020,시흥대로50길,00012,00027,11545,01,0,4151315,시흥동,0902,0007,11545,10300,1,청우그린,11,22,11545-175,70.94,902-7,11545,1,20201213051618
"61,000",1986,2020,시흥대로51길,00055,00000,11545,01,0,4151316,시흥동,0173,0008,11545,10300,2,성지,11,22,11545-44,79.42,산173-8,11545,12,20201213051618
"59,800",2004,2020,금하로,00816,00000,11545,01,0,3000024,시흥동,1013,0000,11545,10300,1,관악산벽산타운5,11,23,11545-55,84.97,1013,11545,20,20201213051618
"79,000",2014,2020,시흥대로,00165,00000,11545,02,0,2005010,시흥동,1026,0000,11545,10300,1,남서울힐스테이트,11,24,11545-1642,59.817,1026,11545,8,20201213051618
"64,500",2000,2020,금하로,00793,00000,11545,01,0,3000024,시흥동,1010,0000,11545,10300,1,벽산,11,25,11545-39,114.84,1010,11545,17,20201213051618
"82,300",2014,2020,시흥대로,00165,00000,11545,02,0,2005010,시흥동,1026,0000,11545,10300,1,남서울힐스테이트,11,26,11545-1642,84.786,1026,11545,6,20201213051618
"44,000",1989,2020,독산로10길,00096,00000,11545,01,0,4151056,시흥동,0384,0012,11545,10300,1,남서울건영2,11,27,11545-34,61.14,384-12,11545,7,20201213051618
"63,000",1981,2020,시흥대로47길,00043,00000,11545,01,0,4151312,시흥동,1002,0001,11545,10300,1,럭키남서울아파트,11,28,11545-36,49.75,1002-1,11545,3,20201213051618
"70,500",2002,2020,금하로,00750,00000,11545,01,0,3000024,시흥동,1011,0000,11545,10300,1,우방,11,28,11545-63,114.89,1011,11545,13,20201213051618
"75,000",1981,2020,시흥대로47길,00043,00000,11545,01,0,4151312,시흥동,1002,0001,11545,10300,1,럭키남서울아파트,11,30,11545-36,62.11,1002-1,11545,2,20201213051618
"55,000",1981,2020,시흥대로47길,00043,00000,11545,01,0,4151312,시흥동,1002,0001,11545,10300,1,럭키남서울아파트,11,30,11545-36,41.26,1002-1,11545,8,20201213051618
"13,500",2014,2020,디지털로12길,00015,00000,11545,01,0,4151194,가산동,0140,0036,11545,10100,1,비즈트위트바이올렛5차,10,13,11545-1957,12.31,140-36,11545,9,20201213051618
"59,000",1998,2020,가산로,00099,00000,11545,01,0,3117003,가산동,0769,0000,11545,10100,1,두산,10,15,11545-2,59.84,769,11545,18,20201213051618
"10,200",2014,2020,디지털로12길,00015,00000,11545,01,0,4151194,가산동,0140,0036,11545,10100,1,비즈트위트바이올렛5차,10,15,11545-1957,13.34,140-36,11545,13,20201213051618
"32,000",2005,2020,두산로9가길,00030,00000,11545,01,0,4151190,가산동,0235,0013,11545,10100,1,드림캐슬2차,10,17,11545-148,84.6,235-13,11545,6,20201213051618
"10,000",2014,2020,디지털로12길,00015,00000,11545,01,0,4151194,가산동,0140,0036,11545,10100,1,비즈트위트바이올렛5차,10,25,11545-1957,12.19,140-36,11545,13,20201213051618
"68,800",1998,2020,가산로,00099,00000,11545,01,0,3117003,가산동,0769,0000,11545,10100,1,두산,10,26,11545-2,84.9,769,11545,11,20201213051618
"9,000",2014,2020,디지털로12길,00015,00000,11545,01,0,4151194,가산동,0140,0036,11545,10100,1,비즈트위트바이올렛5차,10,26,11545-1957,12.19,140-36,11545,12,20201213051618
"70,000",1998,2020,가산로,00099,00000,11545,01,0,3117003,가산동,0769,0000,11545,10100,1,두산,10,26,11545-2,101.67,769,11545,25,20201213051618
"59,500",1991,2020,한내로,00062,00000,11545,01,0,3117008,독산동,1093,0004,11545,10200,1,한신아파트,10,6,11545-22,89.46,1093-4,11545,8,20201213051618
"34,800",1997,2020,문성로1길,00007,00000,11545,01,0,4151197,독산동,0961,0013,11545,10200,1,목화102,10,8,11545-11,80.22,961-13,11545,9,20201213051618
"35,600",1990,2020,한내로,00069,00054,11545,01,0,3117008,독산동,1088,0000,11545,10200,1,독산주공14단지,10,10,11545-17,38.64,1088,11545,7,20201213051618
"55,700",2002,2020,벚꽃로,00073,00000,11545,02,0,3116013,독산동,0711,0002,11545,10200,1,금천현대,10,10,11545-23,59.82,711-2,11545,12,20201213051618
"65,700",1991,2020,한내로,00062,00000,11545,01,0,3117008,독산동,1093,0004,11545,10200,1,한신아파트,10,10,11545-22,89.46,1093-4,11545,23,20201213051618
"36,500",2002,2020,독산로78다길,00022,00000,11545,01,0,4151158,독산동,0184,0003,11545,10200,1,아셈그린힐,10,12,11545-25,74.86,184-3,11545,4,20201213051618
"65,000",2011,2020,시흥대로150길,00006,00000,11545,01,0,4151281,독산동,1144,0000,11545,10200,1,독산동한양수자인,10,13,11545-1560,68.161,1144,11545,4,20201213051618
"54,500",2002,2020,시흥대로152길,00025,00000,11545,01,0,4151283,독산동,0955,0000,11545,10200,1,신도브래뉴,10,14,11545-27,55.55,955,11545,10,20201213051618
"43,800",2004,2020,시흥대로149길,00039,00000,11545,02,0,4151279,독산동,0147,0001,11545,10200,1,한아프라임102동,10,14,11545-96,84.95,147-1,11545,3,20201213051618
"44,500",2006,2020,남부순환로120길,00017,00000,11545,01,0,4151040,독산동,0958,0000,11545,10200,1,을미월드힐,10,15,11545-160,84.87,958,11545,2,20201213051618
"32,700",2002,2020,독산로85길,00007,00008,11545,01,0,4151165,독산동,1138,0000,11545,10200,1,설악솔내음,10,16,11545-16,51.59,1138,11545,7,20201213051618
"54,500",2002,2020,벚꽃로,00073,00000,11545,02,0,3116013,독산동,0711,0002,11545,10200,1,금천현대,10,17,11545-23,59.82,711-2,11545,12,20201213051618
"28,000",2019,2020,독산로,00337,00000,11545,00,0,3117004,독산동,0962,0032,11545,10200,1,명도힐스티지,10,17,,29.63,962-32,11545,5,20201213051618
"67,500",2011,2020,시흥대로150길,00006,00000,11545,01,0,4151281,독산동,1144,0000,11545,10200,1,독산동한양수자인,10,17,11545-1560,67.626,1144,11545,14,20201213051618
"76,500",1991,2020,한내로,00062,00000,11545,01,0,3117008,독산동,1093,0004,11545,10200,1,한신아파트,10,18,11545-22,129.66,1093-4,11545,11,20201213051618
"51,500",1996,2020,벚꽃로,00060,00000,11545,02,0,3116013,독산동,1131,0000,11545,10200,1,라이프,10,19,11545-9,84.74,1131,11545,13,20201213051618
"65,000",1991,2020,한내로,00062,00000,11545,01,0,3117008,독산동,1093,0004,11545,10200,1,한신아파트,10,19,11545-22,89.46,1093-4,11545,24,20201213051618
"114,500",2016,2020,벚꽃로,00040,00000,11545,00,,3116013,독산동,1147,0000,11545,10200,1,금천롯데캐슬 골드파크1차,10,21,11545-2262,84.8114,1147,11545,5,20201213051618
"65,500",1991,2020,한내로,00062,00000,11545,01,0,3117008,독산동,1093,0004,11545,10200,1,한신아파트,10,22,11545-22,89.46,1093-4,11545,18,20201213051618
"31,800",2000,2020,문성로,00029,00000,11545,01,0,3117009,독산동,0889,0036,11545,10200,1,장미아파트B동,10,22,11545-155,67.21,889-36,11545,3,20201213051618
